accuracy,f1_weighted,precision_weighted,h
0.7261904761904762,0.6818009408631657,0.7735248036846875,1
0.7857142857142857,0.7542358218051193,0.8143405439098717,1
0.8035714285714286,0.7710707621643368,0.8499461979913918,1
0.8273809523809523,0.8150587542364987,0.8377695298323482,1
0.7916666666666666,0.76911722853584,0.8070048346912821,1
0.8035714285714286,0.7701298746923518,0.8237654320987654,1
0.8273809523809523,0.8064607465202294,0.8290745464852608,1
0.7202380952380952,0.6942966075319017,0.7015053398981971,1
0.7678571428571429,0.7099136160072311,0.6977316081342574,1
0.8035714285714286,0.7773111977386921,0.841612554112554,1
0.7559523809523809,0.7305575378473836,0.7674976494662906,1
0.7797619047619048,0.7478212288050016,0.7856601731601732,1
0.8273809523809523,0.8133165892619675,0.8536994558947245,1
0.7857142857142857,0.7517452785309928,0.7806169778730754,1
0.8035714285714286,0.7777361023959664,0.8250901117385558,1
0.8214285714285714,0.7921395106472625,0.8255934170401372,1
0.8035714285714286,0.7727776317311841,0.8555342704723801,1
0.7738095238095238,0.7486947780740297,0.7688121304605746,1
0.7678571428571429,0.741677421956925,0.7606946624803768,1
0.7976190476190477,0.7622211307714005,0.7619318181818182,1
0.7261904761904762,0.6864073572753807,0.7299609172300058,1
0.8154761904761905,0.8050855807439254,0.8337671538987328,1
0.8095238095238095,0.7786005192269394,0.8594018318283024,1
0.8273809523809523,0.8107120492565236,0.8334364643293215,1
0.7857142857142857,0.7593056438832748,0.8363333784573962,1
0.8035714285714286,0.7767866965434365,0.8257479215747997,1
0.7916666666666666,0.759211425414771,0.7749906626362753,1
0.7619047619047619,0.7250898682787228,0.7749884044526902,1
0.8035714285714286,0.7650782374353249,0.8631010870257194,1
0.7678571428571429,0.7310019552729126,0.7534495994730437,1
0.7857142857142857,0.7617407073811586,0.7880071922668272,1
0.7857142857142857,0.767406900615652,0.7954307503160581,1
0.7916666666666666,0.7515419028100189,0.7973587475742647,1
0.8035714285714286,0.7876741854578858,0.8471210655728153,1
0.8035714285714286,0.7722343264595635,0.8684002976190476,1
0.7619047619047619,0.731693252013449,0.7513111888111889,1
0.7738095238095238,0.7392147258426328,0.7904071773636991,1
0.7797619047619048,0.7569275258354632,0.7825883973387983,1
0.8154761904761905,0.7936592277435327,0.8203658016569202,1
0.7916666666666666,0.7618961440745968,0.8386657364327833,1
0.8214285714285714,0.7988204600249899,0.8306410003614974,1
0.7619047619047619,0.7364741444056041,0.7613858827764602,1
0.7797619047619048,0.7498028939389558,0.8002611235881912,1
0.7916666666666666,0.7655458581895797,0.8086163913726025,1
0.8095238095238095,0.7913259832866066,0.8338362784138046,1
0.8035714285714286,0.7778496280871369,0.8524768089053804,1
0.7738095238095238,0.7371967504333269,0.7664478229628708,1
0.7916666666666666,0.752641494308161,0.7749489464401745,1
0.7976190476190477,0.7627725287155016,0.8072066063550504,1
0.8333333333333334,0.80764470100416,0.876913548308117,1
0.7916666666666666,0.7694384808205947,0.7938336254041846,1
0.7797619047619048,0.7467342803929183,0.7731016103711956,1
0.7857142857142857,0.7547537815566431,0.8064256391478823,1
0.7857142857142857,0.770608036380713,0.803942957449055,1
0.8154761904761905,0.7910151840530526,0.8417102284289785,1
0.8214285714285714,0.7918460824045932,0.837218444349254,1
0.7857142857142857,0.7583886349779719,0.8050107079868984,1
0.7976190476190477,0.7716312620584203,0.8221236750514158,1
0.7976190476190477,0.7601318540973713,0.806973260479358,1
0.7738095238095238,0.7444196117995489,0.7839084865949341,1
0.7857142857142857,0.749561233014509,0.8261531539950924,1
0.7678571428571429,0.7426162547130288,0.7499686716791979,1
0.8214285714285714,0.792511209029066,0.8230113434952144,1
0.7916666666666666,0.7678103276224737,0.821110898145782,1
0.7916666666666666,0.7535559932729744,0.7634528170242456,1
0.7797619047619048,0.7505802983900468,0.7894137655062026,1
0.7738095238095238,0.7590221562801711,0.7741234091234093,1
0.7440476190476191,0.7006402198560584,0.753078231292517,1
0.7857142857142857,0.762640662118356,0.8228970068718544,1
0.8095238095238095,0.7873691268954692,0.8139972284167837,1
0.7916666666666666,0.7618790037056566,0.7840046860765155,1
0.7559523809523809,0.7151266633347455,0.7311320687314685,1
0.8035714285714286,0.7737090556909494,0.8292706904896346,1
0.7916666666666666,0.7691060083209473,0.7845082477435419,1
0.7619047619047619,0.7243041835898978,0.7533040027605246,1
0.8452380952380952,0.8257554421949448,0.8732064856593977,1
0.7857142857142857,0.7554979081764795,0.8032147696476964,1
0.7738095238095238,0.754214124007127,0.770823335794266,1
0.7678571428571429,0.7330774289957963,0.7795241014512516,1
0.7797619047619048,0.7538953552474148,0.825560264428352,1
0.8095238095238095,0.7829992266266775,0.841166725310814,1
0.7976190476190477,0.7631858698460574,0.8197699109651363,1
0.7857142857142857,0.7504824854403013,0.7744363771149485,1
0.7738095238095238,0.7376415466487819,0.8320811679024638,1
0.7857142857142857,0.7521757042877854,0.8062692298250496,1
0.7738095238095238,0.7491663495651409,0.7878343043756578,1
0.7797619047619048,0.7561336062839616,0.7903787438848414,1
0.7916666666666666,0.7651460838048424,0.8168294756927161,1
0.7857142857142857,0.7528230490400605,0.771423689092862,1
0.8452380952380952,0.832726198244251,0.8671353603962301,1
0.8035714285714286,0.7746573724068648,0.8268054809643155,1
0.7916666666666666,0.7602390593918726,0.8171767395027157,1
0.7797619047619048,0.7511170891888128,0.8009614810836616,1
0.8333333333333334,0.8161125471867778,0.8434873582423492,1
0.8095238095238095,0.776919249181154,0.8014787347299662,1
0.7797619047619048,0.7516901947796257,0.8278433595660486,1
0.7976190476190477,0.7728365196653374,0.7980229591836734,1
0.7797619047619048,0.7573837685544437,0.7997205248349412,1
0.8035714285714286,0.7804336468129572,0.8291786012650674,1
0.7797619047619048,0.7392254404587064,0.7676786232220982,1
0.7678571428571429,0.7385309432394822,0.7755025415269776,1
0.7976190476190477,0.774341217968669,0.8292220231875405,1
0.7738095238095238,0.7349981385825306,0.7692682676518883,1
0.7738095238095238,0.7533092754175609,0.7874922696351268,1
0.8035714285714286,0.7724257811103419,0.784635925652186,1
0.8154761904761905,0.7981236084177261,0.8385985707414279,1
0.7678571428571429,0.7365899875400228,0.7597331240188383,1
0.7857142857142857,0.7556989747465938,0.8428344675065065,1
0.8214285714285714,0.8053842363204479,0.8686976713762429,1
0.7738095238095238,0.7448252353414044,0.768494481994883,1
0.7797619047619048,0.7411534132419225,0.7856448888116867,1
0.7797619047619048,0.7388827232482098,0.788501580380214,1
0.7857142857142857,0.7497241380560753,0.772229466641909,1
0.7797619047619048,0.743914515444404,0.7627342464298986,1
0.7678571428571429,0.7355527188860522,0.811203058459156,1
0.7916666666666666,0.7626046243567879,0.8194167589516427,1
0.8095238095238095,0.7916895578937335,0.8192839635854341,1
0.8095238095238095,0.7916498223807764,0.8158068783068783,1
0.7857142857142857,0.7568797384273575,0.8136458981393657,1
0.7857142857142857,0.7578900137129951,0.8395975056689343,1
0.8035714285714286,0.7590007350022878,0.8038921602093645,1
0.7678571428571429,0.7362097415259156,0.7577219713874942,1
0.7857142857142857,0.7579613249930345,0.7958954301898947,1
0.7619047619047619,0.72968260988927,0.7843901272092763,1
0.7857142857142857,0.7486447305302832,0.7528484236264122,1
0.8333333333333334,0.8139434199502601,0.8498797852474324,1
0.7738095238095238,0.7451970929980885,0.7968827991311555,1
0.7916666666666666,0.7680041047387985,0.7812642107430146,1
0.8154761904761905,0.791265995908853,0.8630743625363424,1
0.7440476190476191,0.7062919443871825,0.751876221753069,1
0.8214285714285714,0.8054042731462087,0.8412176274018379,1
0.7559523809523809,0.7152456093945455,0.723394182699591,1
0.8035714285714286,0.7755362248228798,0.8116102922650541,1
0.7738095238095238,0.7560301147255284,0.7687090931351367,1
0.7857142857142857,0.759144455740557,0.7891163054369036,1
0.75,0.7071835630937044,0.7056473235441122,1
0.7916666666666666,0.758491811029405,0.8210701484895033,1
0.7976190476190477,0.77374949012487,0.8359848484848484,1
0.7797619047619048,0.7473451922856684,0.7781623393459016,1
0.8273809523809523,0.8121659465350167,0.8713762428048142,1
0.8095238095238095,0.7717357764527575,0.8163265306122449,1
0.7857142857142857,0.7513337656508718,0.7933313706302211,1
0.7738095238095238,0.749126408685011,0.7843214872155758,1
0.8154761904761905,0.7840357099821756,0.8286249813404987,1
0.7678571428571429,0.7431272979924346,0.7610514485514485,1
0.8511904761904762,0.8375187567729053,0.8818792296154326,1
0.8095238095238095,0.7945123998139962,0.8369345238095237,1
0.7916666666666666,0.7627824170978932,0.7920602792522017,1
0.7619047619047619,0.7262450457583266,0.7314202106198819,1
0.7916666666666666,0.7659627953745601,0.8249490452076659,1
0.7916666666666666,0.7585175386334643,0.7774149756110708,1
0.75,0.7200330205206426,0.7428155073831766,1
0.7559523809523809,0.7234231005599456,0.7419254658385093,1
0.7976190476190477,0.7682570666593224,0.8364955357142857,1
0.7857142857142857,0.7615937521597899,0.8076076835275741,1
0.7976190476190477,0.7664952156738688,0.7982577572326047,1
0.8154761904761905,0.7939484509914617,0.829348372140184,1
0.7857142857142857,0.7641403227366141,0.8102940451542935,1
0.8035714285714286,0.7670000950154459,0.794361083730668,1
0.8154761904761905,0.7917141199174431,0.8307061778199651,1
0.8214285714285714,0.7897918758437592,0.8423720330152911,1
0.7678571428571429,0.7268212153507199,0.766252410054931,1
0.7976190476190477,0.7727468059914868,0.7935892172961138,1
0.8095238095238095,0.783259079563211,0.8127513227513228,1
0.7619047619047619,0.731234877750819,0.7777917833800188,1
0.7797619047619048,0.7536768524357177,0.7752322258482506,1
0.7797619047619048,0.7625074640706425,0.7746952947845804,1
0.8333333333333334,0.8113703786702747,0.8561648448553211,1
0.7976190476190477,0.7639726528909436,0.8578879604694821,1
0.7976190476190477,0.7795466172552254,0.8110282574568288,1
0.7857142857142857,0.7570559609877502,0.7961694007746639,1
0.7916666666666666,0.7622879553074847,0.8037636635850921,1
0.7916666666666666,0.7688500866184983,0.7916389166389166,1
0.7857142857142857,0.758662373218021,0.7805071434346235,1
0.7916666666666666,0.7601615646258504,0.7863996218834929,1
0.8035714285714286,0.7768749348663184,0.8466408547898095,1
0.7202380952380952,0.6748427290454271,0.6554179560277122,1
0.8214285714285714,0.8084754548077003,0.8615007016792731,1
0.8392857142857143,0.819176258305115,0.8776052544555834,1
0.75,0.7197848476913676,0.7703964216500554,1
0.8035714285714286,0.7740242760015862,0.8536933399544141,1
0.7916666666666666,0.7612216464433214,0.7852264590046545,1
0.8035714285714286,0.7767146182581761,0.8102748221795841,1
0.8035714285714286,0.7763820794183883,0.8266439909297051,1
0.8095238095238095,0.7751222996321036,0.8497693330205646,1
0.7857142857142857,0.7577560443437283,0.8041881399024255,1
0.7440476190476191,0.7110707245587354,0.718817301779999,1
0.8035714285714286,0.7892800946942286,0.814875057266823,1
0.8154761904761905,0.7900973936716357,0.8501496626496626,1
0.75,0.7203925076082384,0.7793195702323992,1
0.7916666666666666,0.7628399060773735,0.8264627845273008,1
0.7916666666666666,0.7691768826492877,0.8034075953430373,1
0.8095238095238095,0.7887890477240146,0.8356295292494803,1
0.7559523809523809,0.7265447330197339,0.7368902725563911,1
0.8214285714285714,0.7987657255001036,0.8394136268047339,1
0.8154761904761905,0.7898985512967277,0.840319678596076,1
0.7619047619047619,0.7243111955957016,0.7307872118191886,1
0.7797619047619048,0.7525180551257677,0.7908168004497234,1
0.7916666666666666,0.7638247826572783,0.8449557545333326,1
0.7678571428571429,0.7267240346842962,0.7813799305162836,1
0.8035714285714286,0.7748519962522481,0.8290223319500728,1
0.8095238095238095,0.7878909098667163,0.8228277674706247,1
0.75,0.707508998888585,0.7153563698206555,1
0.7678571428571429,0.7424877554441331,0.7459521128271129,1
0.7976190476190477,0.7638393329670607,0.8479108864877146,1
0.7976190476190477,0.7727883436672768,0.8353710130025919,1
0.7857142857142857,0.7519881720383873,0.8362078315594206,1
0.8035714285714286,0.7801661926054674,0.8064993042671614,1
0.7976190476190477,0.7697040765152232,0.7929105817681255,1
0.7678571428571429,0.7405932467883347,0.7790210781282211,1
0.7797619047619048,0.7434330789037241,0.8311007095145749,1
0.8095238095238095,0.7838544828550598,0.8028146899193048,1
0.8035714285714286,0.7827656093857736,0.8185806570690292,1
0.7738095238095238,0.7556644326242863,0.7975546788743573,1
0.7559523809523809,0.7173647741925052,0.7597694633408919,1
0.8273809523809523,0.810719439290868,0.8619200244200246,1
0.7559523809523809,0.7151912074676302,0.7382843137254902,1
0.7916666666666666,0.7767979826523648,0.7957227891156462,1
0.8154761904761905,0.7877978313362141,0.8232740090170965,1
0.7857142857142857,0.7555865624983839,0.8060015985756402,1
0.7797619047619048,0.7440198362469255,0.7763496888116949,1
0.7916666666666666,0.7718014190850201,0.8163076760637735,1
0.8095238095238095,0.7835296508206235,0.8583343059446,1
0.7976190476190477,0.7639841752303758,0.775693868010037,1
0.7857142857142857,0.7676429753042655,0.8110463754155683,1
0.8154761904761905,0.8000492987737886,0.824731040564374,1
0.8095238095238095,0.7866442101048011,0.8258503401360544,1
0.8035714285714286,0.7659693547323793,0.8135466770007337,1
0.7916666666666666,0.7531109565038137,0.8397920369218704,1
0.7857142857142857,0.7431867725638808,0.8461617277725043,1
0.7857142857142857,0.7646232074803502,0.7842008939569916,1
0.7678571428571429,0.73742947383921,0.7928640561915824,1
0.8095238095238095,0.773365201152925,0.8202734765234765,1
0.7738095238095238,0.7412401533869308,0.7559838495560003,1
0.7976190476190477,0.764970191153746,0.814343967637989,1
0.7619047619047619,0.7332669726701888,0.7568809097878865,1
0.7976190476190477,0.7788754413733127,0.8112396116428374,1
0.7738095238095238,0.7449106209882072,0.7649665831244777,1
0.7797619047619048,0.7556608079807925,0.7925583695016468,1
0.8095238095238095,0.7866209994324611,0.8152795419104878,1
0.8214285714285714,0.8022867336946472,0.8559644478634025,1
0.7976190476190477,0.7613778236557199,0.7914634316498792,1
0.7857142857142857,0.7543279160576978,0.788729600071736,1
0.7857142857142857,0.7618435907949745,0.780993973830786,1
0.7916666666666666,0.7714884892949223,0.8404977333183471,1
0.7916666666666666,0.7681949428122896,0.8134783126468526,1
0.7797619047619048,0.7468324089217568,0.7568186248858518,1
0.7857142857142857,0.7658758195149883,0.8217261904761906,1
0.7976190476190477,0.7729010860614574,0.8279896831761306,1
0.8154761904761905,0.786258433674847,0.8600290513068881,1
0.8035714285714286,0.7768798307701369,0.836278659611993,1
0.7142857142857143,0.6379973952985551,0.7445111048371919,2
0.7083333333333334,0.6356692249549393,0.7722763347763348,2
0.7202380952380952,0.6450008013163542,0.7053571428571429,2
0.7202380952380952,0.6531443917574054,0.7760720359572401,2
0.6904761904761905,0.6155847000636003,0.7364718614718615,2
0.7202380952380952,0.6620506279434851,0.764175641431739,2
0.7023809523809523,0.6202132860962438,0.7322736787022501,2
0.6726190476190477,0.6099890047449267,0.773786976911977,2
0.6547619047619048,0.5629743885590163,0.5205965542245267,2
0.6785714285714286,0.598882850241546,0.6255825734549139,2
0.7083333333333334,0.6241425581221499,0.7625174744739961,2
0.6904761904761905,0.6117225366122424,0.7302284900671232,2
0.6845238095238095,0.6110030596162815,0.765125373821026,2
0.6904761904761905,0.6157557972590848,0.6413710082188343,2
0.7261904761904762,0.6746132267757761,0.7835409945044496,2
0.7083333333333334,0.6367638417165844,0.8427669223717855,2
0.7023809523809523,0.6154454673653541,0.6917685194232731,2
0.6785714285714286,0.5978638655824158,0.6672404630253468,2
0.6785714285714286,0.5933281997860961,0.605718085106383,2
0.7023809523809523,0.6211550471123447,0.6901871344095182,2
0.7023809523809523,0.6443147755052867,0.7202596618357489,2
0.6964285714285714,0.6225198412698412,0.6832275132275132,2
0.6726190476190477,0.5890815654158872,0.5521066582661434,2
0.7023809523809523,0.6287507100838956,0.78177304964539,2
0.7083333333333334,0.6238381868362778,0.6855043708304577,2
0.6964285714285714,0.6194708949132242,0.6859131823461092,2
0.6845238095238095,0.6042118380432908,0.6711363440303658,2
0.7023809523809523,0.6188739779949538,0.6822869526061015,2
0.6785714285714286,0.5954957599478148,0.6802827380952381,2
0.7142857142857143,0.6401740407482613,0.6647559790466709,2
0.6845238095238095,0.5970991567076427,0.6104040020263424,2
0.6785714285714286,0.5997476836056949,0.6281415343915343,2
0.7083333333333334,0.6391298185941042,0.7941108810674028,2
0.6964285714285714,0.6133284282980331,0.6054462847941109,2
0.6904761904761905,0.5973156830299688,0.5492669117336375,2
0.6964285714285714,0.6255707762557078,0.8279451045408492,2
0.6904761904761905,0.6258100277147897,0.8228822518831771,2
0.6964285714285714,0.6290374266144814,0.7348859126984126,2
0.6845238095238095,0.606970480721024,0.7078287351340941,2
0.7142857142857143,0.6476105522158152,0.7756360119805498,2
0.6845238095238095,0.6197933146126667,0.699460124475322,2
0.7083333333333334,0.6331858644358644,0.6915283003718378,2
0.6904761904761905,0.6251012588943623,0.6829738713667285,2
0.6726190476190477,0.5918084429471903,0.6086295757896129,2
0.7083333333333334,0.6196186808056555,0.6949458874458875,2
0.7321428571428571,0.6610029132789097,0.8476341748283237,2
0.7261904761904762,0.6493109612557019,0.6920841919914161,2
0.7083333333333334,0.6318191596780772,0.833132665945166,2
0.6726190476190477,0.5958024110545118,0.7082284212386254,2
0.6845238095238095,0.6027309325995183,0.7451151456253496,2
0.6845238095238095,0.6043195490022333,0.606960641399417,2
0.7142857142857143,0.6495739759524596,0.83237361973775,2
0.6964285714285714,0.6299031656174512,0.699357166256121,2
0.6845238095238095,0.6188077873792159,0.7415370910268869,2
0.7023809523809523,0.6134195344804588,0.6856452726017943,2
0.7083333333333334,0.6317562062242913,0.6533092403628118,2
0.6785714285714286,0.599577010291296,0.6233465608465609,2
0.6964285714285714,0.5981304865633225,0.5427826661610873,2
0.7023809523809523,0.6192936416817014,0.6845814762686684,2
0.6726190476190477,0.5917582285439428,0.6839580062794349,2
0.6785714285714286,0.6086127659657071,0.7231093736195776,2
0.7023809523809523,0.6298680155823012,0.7663840788840788,2
0.7083333333333334,0.6280350393817418,0.6166083504158715,2
0.7261904761904762,0.6646976776379027,0.7612157007505844,2
0.7083333333333334,0.6274334598704346,0.6934274229172188,2
0.7083333333333334,0.6263600168578503,0.6933730158730158,2
0.6726190476190477,0.5986754321964048,0.7067025730558004,2
0.6607142857142857,0.5689420209198452,0.5203480848861284,2
0.7083333333333334,0.6420563133490699,0.8089076210194222,2
0.6726190476190477,0.6021973363444578,0.7036219056567893,2
0.7023809523809523,0.644791086789837,0.7186077273286575,2
0.6964285714285714,0.6064283750551356,0.6857058351290827,2
0.7083333333333334,0.6271233065875923,0.6497199095487718,2
0.6785714285714286,0.6090506317176119,0.7230495953322039,2
0.7023809523809523,0.6233257324488668,0.6880751196683903,2
0.7202380952380952,0.6546672217163734,0.7010649497894396,2
0.6845238095238095,0.6077637630717942,0.6638888888888889,2
0.6964285714285714,0.6008142078909886,0.5503968253968254,2
0.6666666666666666,0.5789727615814572,0.5343581588479548,2
0.7142857142857143,0.6432824001028752,0.8318744951075587,2
0.6964285714285714,0.622774718483739,0.7573978309272427,2
0.7142857142857143,0.645558919725194,0.7684466298596733,2
0.7023809523809523,0.6342269375765383,0.7281222943722944,2
0.7142857142857143,0.6400746409674981,0.8376460655184058,2
0.6726190476190477,0.5991206666048438,0.7466143864953388,2
0.6964285714285714,0.6172901550718451,0.6885136019960163,2
0.6845238095238095,0.6046160656043239,0.672748447204969,2
0.7023809523809523,0.6350806696300045,0.7596320346320345,2
0.7023809523809523,0.6354261717021067,0.724323593073593,2
0.7083333333333334,0.6411842514783691,0.743195634153081,2
0.6666666666666666,0.5845651249545201,0.5778985507246377,2
0.6964285714285714,0.6212754959067618,0.7407582364341084,2
0.7083333333333334,0.6402828225472602,0.8324441663850466,2
0.6964285714285714,0.6251784319942887,0.7344730099832141,2
0.7142857142857143,0.6425004662072746,0.7017580287929125,2
0.6845238095238095,0.5972222222222223,0.550983436853002,2
0.7023809523809523,0.620182267351385,0.683742746615087,2
0.7023809523809523,0.6243299609633643,0.6924167329269371,2
0.7023809523809523,0.6269722621689978,0.8303323412698413,2
0.6785714285714286,0.6097624597624598,0.6802962319679645,2
0.7202380952380952,0.6613518900206543,0.8028940413451283,2
0.6785714285714286,0.5926849888117494,0.5821344065576541,2
0.6726190476190477,0.59939895886904,0.703829843625762,2
0.7202380952380952,0.6435441172941173,0.8384166853554608,2
0.7023809523809523,0.6348180047964023,0.7488476010559262,2
0.6904761904761905,0.6126322894805973,0.633961775186265,2
0.6904761904761905,0.6092558437042005,0.7503166160081053,2
0.6845238095238095,0.59984410430839,0.6805947675512892,2
0.7023809523809523,0.6264645558738922,0.8299111311191142,2
0.7023809523809523,0.6191854160020299,0.6897364314686238,2
0.7023809523809523,0.6363831521255294,0.7337974773242631,2
0.7202380952380952,0.6433311430632859,0.7741898954703833,2
0.7142857142857143,0.6538225291306404,0.7801857864357864,2
0.7023809523809523,0.6167550940564019,0.6932071274393198,2
0.6845238095238095,0.5997048028914226,0.6103723404255319,2
0.6785714285714286,0.6064196328822822,0.6185214608086947,2
0.7023809523809523,0.6176129360323813,0.8270946449137937,2
0.7023809523809523,0.6249355817030308,0.6807246572871574,2
0.6964285714285714,0.6299232513518227,0.7642271439468237,2
0.6904761904761905,0.6029414347514438,0.6136444980397339,2
0.6964285714285714,0.6141831465227393,0.6858878968253967,2
0.6904761904761905,0.6185553644247669,0.6539502164502164,2
0.6964285714285714,0.6199579846153102,0.6869125374048679,2
0.6904761904761905,0.6046713367886837,0.6133206686930092,2
0.7380952380952381,0.6793809896964202,0.7989503882361025,2
0.6845238095238095,0.6071198749770178,0.6119543650793651,2
0.6904761904761905,0.6131649710431056,0.7375248015873016,2
0.6785714285714286,0.5969192734811216,0.7364345900697942,2
0.6785714285714286,0.5974659571997021,0.672368873000522,2
0.7321428571428571,0.6632616562379512,0.7929872706658421,2
0.7083333333333334,0.6320891041924807,0.763727414724755,2
0.6904761904761905,0.601428160319021,0.6797568927670968,2
0.6845238095238095,0.602432917611489,0.5876574033868867,2
0.6845238095238095,0.6012805122048819,0.5764427217915591,2
0.6785714285714286,0.6001178082990698,0.6168831168831169,2
0.7083333333333334,0.6479076398425828,0.7378939498504715,2
0.7023809523809523,0.6187995198079231,0.6795534712201379,2
0.6964285714285714,0.6133666232450428,0.6416997354497354,2
0.7023809523809523,0.6471930647954367,0.7341500553709855,2
0.6964285714285714,0.6226096846704351,0.7118664321789322,2
0.6845238095238095,0.6064187750234262,0.687797619047619,2
0.7083333333333334,0.6351658777506349,0.7690550133096716,2
0.7142857142857143,0.6390741404328362,0.6970111448834853,2
0.6904761904761905,0.6065381868858111,0.683525662756797,2
0.6904761904761905,0.6180490717613649,0.6967919874323816,2
0.7142857142857143,0.6393171601018196,0.7659941399040235,2
0.6845238095238095,0.6078535353535354,0.6808673469387755,2
0.7202380952380952,0.6491054111661617,0.844171626984127,2
0.7023809523809523,0.6206158502826086,0.7385670488931358,2
0.6904761904761905,0.6225871713799279,0.7134144237405107,2
0.6785714285714286,0.5873621241771927,0.5440177559118886,2
0.7023809523809523,0.6186488973988974,0.7309171883774177,2
0.6845238095238095,0.6224996952185892,0.7226823096388314,2
0.7023809523809523,0.6321995765258,0.7925756983554519,2
0.7142857142857143,0.6446755522842479,0.7365808228053126,2
0.6964285714285714,0.6029270863274887,0.5502594627594627,2
0.6964285714285714,0.6297232956291807,0.7526739661048172,2
0.7083333333333334,0.6238364986979059,0.685816487341167,2
0.6964285714285714,0.615756050655119,0.6624183606248824,2
0.6845238095238095,0.606110679539472,0.7534112129700365,2
0.6964285714285714,0.6222893046107332,0.759478206807069,2
0.7023809523809523,0.6218322493832699,0.6899674399674399,2
0.6845238095238095,0.6107926207471956,0.6841714487063324,2
0.6904761904761905,0.6096989654278657,0.6718266852195424,2
0.6964285714285714,0.6186863316755273,0.6856755260243632,2
0.7142857142857143,0.6393715043320237,0.7660951518288476,2
0.7023809523809523,0.6367915852646033,0.7083204426954427,2
0.6845238095238095,0.6089776673398206,0.7195826247165533,2
0.6964285714285714,0.6250307543496912,0.7430169117336375,2
0.6904761904761905,0.6048441024594226,0.6875275140581263,2
0.6845238095238095,0.6036952083004714,0.6203329816775195,2
0.6845238095238095,0.5889480998144188,0.5388194444444444,2
0.7023809523809523,0.6293915519346553,0.7430975274725274,2
0.6904761904761905,0.5975910364145659,0.5472027972027972,2
0.7261904761904762,0.650978902337598,0.7089159067882471,2
0.6964285714285714,0.6344821379255927,0.7524602845651478,2
0.6964285714285714,0.6211497488160893,0.6378667862072366,2
0.6964285714285714,0.6170040294111852,0.7327790717736369,2
0.6845238095238095,0.6155543269130226,0.7466143194866598,2
0.6964285714285714,0.622167157461275,0.7581168831168832,2
0.6726190476190477,0.590106630826712,0.564451364961569,2
0.6964285714285714,0.6056737863075891,0.6111159036883674,2
0.7202380952380952,0.6631826670061963,0.7364751102555981,2
0.7083333333333334,0.6348781179138322,0.764348976305498,2
0.6785714285714286,0.5990408690809149,0.691416263475087,2
0.6964285714285714,0.6018826942027176,0.5511387622424857,2
