accuracy,f1_weighted,precision_weighted
0.625,0.6179109616936735,0.714514896867838
0.6071428571428571,0.6026556166778375,0.7098232455375313
0.6488095238095238,0.6417384811067284,0.741609977324263
0.6904761904761905,0.6768558525796304,0.7619472789115647
0.6309523809523809,0.6302345207254663,0.7639156478442194
0.6488095238095238,0.6423035725345507,0.7348835386689238
0.6488095238095238,0.6399125564524105,0.725765695670511
0.6130952380952381,0.6220510904334433,0.7426810927235377
0.6130952380952381,0.6066802614560932,0.738045288045288
0.6130952380952381,0.5972363895339536,0.7204110704110704
0.6369047619047619,0.6420120355834642,0.7251605187529557
0.6488095238095238,0.6349085714526482,0.775656814449918
0.6011904761904762,0.5970075742262867,0.7248804996892889
0.5952380952380952,0.5888139882193502,0.7083014455782313
0.6488095238095238,0.6517664663945545,0.7549353074563158
0.6904761904761905,0.6904991197020814,0.7659280855199223
0.6428571428571429,0.6348811554312705,0.7327731092436975
0.6369047619047619,0.6444697129497795,0.7483257862356223
0.6190476190476191,0.6101816131699668,0.7180574390148858
0.6309523809523809,0.6268590547163069,0.7130301715828031
0.6428571428571429,0.6353407950733037,0.7546536796536797
0.6071428571428571,0.5977891156462585,0.6935602139406487
0.6190476190476191,0.6209355625109731,0.7261175898931
0.5833333333333334,0.5897322215064973,0.69105159546336
0.6488095238095238,0.6515606634598419,0.7633710039960041
0.5952380952380952,0.5943721537471538,0.7282301032301033
0.6547619047619048,0.6521437043492889,0.768375222837004
0.625,0.6226146623032774,0.7035459183673469
0.6666666666666666,0.6585042858641035,0.750080524634096
0.6309523809523809,0.6367927765815868,0.7177524856096286
0.6190476190476191,0.6204909025287176,0.7103544852870999
0.6547619047619048,0.6312956932702756,0.749395585097393
0.6964285714285714,0.7052680064980843,0.7850656288156288
0.6547619047619048,0.6434892846080277,0.7640137658837121
0.5892857142857143,0.5904929992263088,0.718213128590487
0.5892857142857143,0.5917389618625876,0.7350652904840098
0.6369047619047619,0.6342709648976107,0.7582747619965665
0.5952380952380952,0.5917111227138241,0.7057118301866201
0.5654761904761905,0.5662953079755957,0.697826093659427
0.6607142857142857,0.6596160109065271,0.7363365800865801
0.6130952380952381,0.6035693745134076,0.7026877619734763
0.6428571428571429,0.6332538486994806,0.7375709692479143
0.6011904761904762,0.5952512287983976,0.735657400891391
0.625,0.6240396274483027,0.7417656717859559
0.6547619047619048,0.6478105435232543,0.7472213078779898
0.6309523809523809,0.631662146512914,0.7159890554976942
0.6369047619047619,0.6333159415596971,0.7416272081955312
0.6011904761904762,0.61099055375171,0.7206068141542332
0.5833333333333334,0.5736389048553387,0.6996836996293565
0.6488095238095238,0.6367264604243912,0.7468118993629198
0.6428571428571429,0.6449262325392988,0.7413896288896289
0.6130952380952381,0.6059355729549932,0.7119435782049764
0.6607142857142857,0.6578605257176685,0.7802429052429053
0.6130952380952381,0.614214948532489,0.7152365491651205
0.6845238095238095,0.6828865274186011,0.7642488713986392
0.625,0.6192966431152407,0.73876968820315
0.6607142857142857,0.6742696790053498,0.769788020320407
0.6666666666666666,0.6717258903205372,0.7756400589792566
0.625,0.6283362781550167,0.718422554206868
0.6428571428571429,0.6386319434082244,0.7204057509528634
0.6488095238095238,0.6465705215567263,0.7355216102747374
0.6130952380952381,0.6129846106508071,0.7422640986219049
0.5297619047619048,0.5257801802149377,0.6926970223063973
0.6071428571428571,0.6039214729903506,0.7133398121153223
0.6369047619047619,0.6375166544231883,0.7570120851370852
0.6369047619047619,0.6160494132187894,0.7456802721088435
0.6190476190476191,0.621124539806605,0.734451196951197
0.6666666666666666,0.6654739077902496,0.7663773301528403
0.6428571428571429,0.6484048696114807,0.7481233368523856
0.6190476190476191,0.6243481933195374,0.7130445795339413
0.5535714285714286,0.557147621495875,0.6876780626780628
0.6547619047619048,0.6393832004317577,0.7474603174603174
0.5833333333333334,0.5923884164055233,0.7130962688105545
0.625,0.6113589306099375,0.7317712697023042
0.6547619047619048,0.6479710573591401,0.7353689873385252
0.6785714285714286,0.6805496756381392,0.7822780960536063
0.6369047619047619,0.6158438624799352,0.7262435277141159
0.6190476190476191,0.6187245873752619,0.738586545729403
0.5952380952380952,0.5859764420224195,0.6987583434627771
0.6309523809523809,0.6330461461700924,0.7530981151670806
0.6488095238095238,0.6320181782648847,0.7481104360970879
0.5892857142857143,0.5806132391442146,0.6912700941215023
0.6547619047619048,0.6561194646685466,0.7350015060583328
0.6428571428571429,0.6510860280423622,0.7446376016541111
0.6309523809523809,0.6087205107553945,0.7445794945794946
0.6190476190476191,0.6278022239098614,0.726839307151432
0.6369047619047619,0.6427938119902405,0.7696982018613897
0.6369047619047619,0.6247368459578952,0.7390812890812891
0.5654761904761905,0.5606750445904857,0.682312925170068
0.5773809523809523,0.5697400984203205,0.7197619047619047
0.625,0.6243214713763712,0.7485745900924472
0.6309523809523809,0.6268434838050052,0.7263780512204883
0.6369047619047619,0.6196105080773695,0.7223708672701833
0.6488095238095238,0.6508559168305825,0.7417513713163553
0.6666666666666666,0.6658046764629434,0.768316896136445
0.6428571428571429,0.6365472880746426,0.7400987153008716
0.6428571428571429,0.6494057683122177,0.7397400506096158
0.6428571428571429,0.6474503682183359,0.7542961907186045
0.6130952380952381,0.6083648568598646,0.744467228677755
0.6785714285714286,0.6711259475959718,0.7886052123552124
0.6011904761904762,0.592773429684056,0.702936507936508
0.6666666666666666,0.658263208955152,0.745038733196628
0.5833333333333334,0.5721470985659247,0.704272226131832
0.5833333333333334,0.5773935923893055,0.6827999189750342
0.7023809523809523,0.7087186028531756,0.7775463211040855
0.5833333333333334,0.583617949240241,0.6921339242767814
0.6428571428571429,0.6442256829094934,0.7486774036932247
0.6011904761904762,0.6118578376828019,0.7225271276118733
0.6190476190476191,0.6078138957603243,0.7249685798072895
0.6547619047619048,0.6523375146946945,0.7436685200395947
0.6130952380952381,0.6074516032616855,0.7291601512308415
0.6369047619047619,0.6353153555896573,0.7248592294060481
0.6130952380952381,0.6081261673797881,0.7329759239118845
0.6488095238095238,0.6483010284492048,0.7695642166641092
0.6488095238095238,0.6527075482571965,0.7784053715825954
0.6428571428571429,0.6358037596351671,0.7086918249708947
0.6547619047619048,0.6571096804891022,0.768082611832612
0.6130952380952381,0.6017346469320154,0.7093617595921744
0.6369047619047619,0.6324271767321148,0.7472919167667067
0.6428571428571429,0.6216297318628818,0.7348897490030495
0.6666666666666666,0.6679185954239472,0.7644164201179594
0.6130952380952381,0.6152629529861673,0.740320616883117
0.6845238095238095,0.6945281249849373,0.7794827290522119
0.625,0.6263981819010281,0.7719473958793995
0.6607142857142857,0.6566707615178231,0.7436974789915967
0.5952380952380952,0.5993052705607234,0.7118043976077725
0.6488095238095238,0.65558365828584,0.7641246650175221
0.6130952380952381,0.5956748488869232,0.7500879496847238
0.6190476190476191,0.6188021810160407,0.724058972247903
0.6190476190476191,0.6148496573273237,0.7302544627813445
0.6607142857142857,0.6588896682551736,0.7556426061860845
0.6309523809523809,0.6399320831637887,0.736381262275025
0.6071428571428571,0.6161512156841275,0.6938652544351074
0.6547619047619048,0.6490826553424992,0.7575406364468864
0.6547619047619048,0.6501731370764419,0.7756386361362727
0.6130952380952381,0.6207326978100719,0.7353040868785877
0.6011904761904762,0.587061340034395,0.715356921989575
0.6190476190476191,0.6227535463419085,0.7232185731435431
0.6547619047619048,0.6485869019941601,0.7731712731712731
0.6130952380952381,0.6046485741698588,0.7050184383517717
0.625,0.6248160096573507,0.7329850366805274
0.6547619047619048,0.6415099659439647,0.7437009423980709
0.6428571428571429,0.642765368285885,0.7339362026862026
0.6130952380952381,0.6020455404383975,0.7261399646548952
0.625,0.6279812874200629,0.7226686062736165
0.6369047619047619,0.6440469581588003,0.7496059528029575
0.6547619047619048,0.6705173173084118,0.773601561836856
0.6369047619047619,0.6362914371255008,0.7296676587301588
0.6547619047619048,0.6417554419933305,0.7285638338269917
0.5357142857142857,0.5401373560915225,0.6632260596546311
0.6309523809523809,0.6285089991819286,0.7535192042918862
0.6904761904761905,0.6910134356769555,0.7726051495867164
0.6190476190476191,0.6041595804988662,0.7372065434565435
0.5952380952380952,0.6044290597147144,0.7211030964109781
0.6071428571428571,0.6084313632452273,0.7028447742733457
0.5833333333333334,0.5753999269413946,0.6906080418437399
0.6845238095238095,0.6840730137059051,0.7597402597402597
0.6547619047619048,0.6433772179662979,0.7731589737344213
0.6369047619047619,0.6324694120027767,0.7321728107507093
0.625,0.6225194528765958,0.7223582930995329
0.6488095238095238,0.6479197614326427,0.7292942176870748
0.6071428571428571,0.6004050639195394,0.7236772486772486
0.5714285714285714,0.5665151358655627,0.6808197257191511
0.6190476190476191,0.6183666548756663,0.7038690476190476
0.6190476190476191,0.6279449423879986,0.7440846961680295
0.6666666666666666,0.6699600457661476,0.7406841524488582
0.6309523809523809,0.635439727266101,0.7411201179071482
0.6011904761904762,0.5753362328801692,0.7239770187138609
0.6845238095238095,0.6779841145669392,0.7808956916099774
0.5892857142857143,0.5861707991747812,0.7096075221075221
0.625,0.6127519418287612,0.7094936162870946
0.6547619047619048,0.65245421994978,0.7515197745764973
0.6011904761904762,0.614719428021826,0.7041907653749758
0.6071428571428571,0.5999217783748046,0.7068660506160507
0.6309523809523809,0.625515239673403,0.7516679134059638
0.5714285714285714,0.5761976874528651,0.7156025428413488
0.6785714285714286,0.6810058536456599,0.7779336322492305
0.6428571428571429,0.6474410999046297,0.75341019524693
0.5952380952380952,0.5867747301015391,0.7073585665729661
0.6607142857142857,0.6581435680582421,0.7525384098659961
0.6369047619047619,0.6296677050124068,0.7260474119717818
0.6011904761904762,0.5965774074385324,0.7393691141725733
0.6726190476190477,0.6747384890242033,0.7531699483312386
0.625,0.6125951738281707,0.720344387755102
0.6428571428571429,0.6448940914927411,0.7547138884793684
0.6547619047619048,0.6593956429578484,0.7446352258852259
0.6130952380952381,0.6233862507687535,0.7490772876548738
0.6011904761904762,0.6017453484967954,0.7208751172882947
0.6309523809523809,0.6295437531483796,0.7497165532879819
0.6071428571428571,0.5902427457849931,0.7153421915415918
0.625,0.6174693130184623,0.712585938310099
0.6666666666666666,0.6686152373546081,0.7790835042150832
0.6488095238095238,0.6485803866241567,0.7294283097854526
0.6190476190476191,0.6133179934467426,0.7065036359371335
0.6369047619047619,0.6455301532223068,0.7603084415584416
0.6190476190476191,0.6220046240711061,0.7250994737517649
0.6726190476190477,0.6708231077803644,0.767575977481638
0.6547619047619048,0.6473365825983369,0.7376712109575012
0.6428571428571429,0.6354816007728574,0.7394211612833433
0.5833333333333334,0.5729097470814727,0.7208822923108638
0.6190476190476191,0.6246934754376858,0.717348656634371
0.6607142857142857,0.6582541009370035,0.7728182181963694
0.6369047619047619,0.6264427421575192,0.7630980130980131
0.6547619047619048,0.6666647122829596,0.7492628544924463
0.6130952380952381,0.6094626432143277,0.7238820329423374
0.6369047619047619,0.6506901156369683,0.7502346552656151
0.625,0.6205114156149489,0.7080314721537527
