accuracy,f1_weighted,precision_weighted,k
0.8452380952380952,0.8474711439071037,0.8537232432077773,1
0.9047619047619048,0.9036195286195285,0.9066017316017316,1
0.875,0.875042850721024,0.8791232220508537,1
0.8869047619047619,0.8870452304088016,0.8885127553605815,1
0.9107142857142857,0.9099062388858308,0.9127202162916448,1
0.8511904761904762,0.8504027411004155,0.8517818491032776,1
0.9226190476190477,0.9219102872784406,0.9237202380952383,1
0.8928571428571429,0.8932522326421589,0.8972222222222221,1
0.8928571428571429,0.8922200455883865,0.8930375180375181,1
0.8630952380952381,0.8635475466782458,0.864399585921325,1
0.9285714285714286,0.9288478061755556,0.931346618357488,1
0.9047619047619048,0.9000061685687739,0.9013750908428568,1
0.8809523809523809,0.8805454238432963,0.8815765088086517,1
0.8809523809523809,0.8799201218949116,0.8835602054587016,1
0.8571428571428571,0.8565122097471206,0.8605562820093712,1
0.8988095238095238,0.8973574045002616,0.899178058783322,1
0.8690476190476191,0.8686050175856168,0.8764174907712631,1
0.875,0.8736769823563099,0.8776382347810919,1
0.8571428571428571,0.8588248138509174,0.8650024787242833,1
0.8988095238095238,0.8956731764649407,0.9061764891633046,1
0.9047619047619048,0.9046252644928284,0.9066505699269676,1
0.9226190476190477,0.9225281021499508,0.9239536092214662,1
0.8690476190476191,0.8671560259974894,0.8829515677238637,1
0.8988095238095238,0.898557555527387,0.900884829456258,1
0.8928571428571429,0.8915188470066517,0.9021785306347516,1
0.9047619047619048,0.9060654677745507,0.9118022064142753,1
0.8988095238095238,0.8979211140171062,0.8985195360195362,1
0.8928571428571429,0.8923191397464084,0.8921861471861473,1
0.8988095238095238,0.899710093827741,0.9040400076114362,1
0.8690476190476191,0.8661639778661054,0.8657941437444543,1
0.8928571428571429,0.892372375306712,0.8956065759637187,1
0.8869047619047619,0.886999227249157,0.8875185804533631,1
0.8988095238095238,0.8984434600713671,0.903061224489796,1
0.8869047619047619,0.8867035458872193,0.8892934446505875,1
0.8928571428571429,0.8926552872231142,0.8954554043839759,1
0.9107142857142857,0.9104011445848181,0.9102813852813854,1
0.9166666666666666,0.9168045804851691,0.9209778911564626,1
0.9166666666666666,0.9144477335900821,0.9250609874070465,1
0.8928571428571429,0.8927278986128613,0.8939995189995189,1
0.9047619047619048,0.9042423960465646,0.9039233954451347,1
0.8809523809523809,0.8818231891918982,0.8837246087246088,1
0.875,0.8733314995069696,0.8753184677938373,1
0.9464285714285714,0.9463601686361225,0.9474342324342324,1
0.9226190476190477,0.9220685808940259,0.9219697361816928,1
0.9285714285714286,0.9287969108616091,0.9296862557732123,1
0.8809523809523809,0.8804054512170316,0.8813186813186814,1
0.8690476190476191,0.8658871685574797,0.886135161135161,1
0.8928571428571429,0.8924568578237226,0.8938810427552663,1
0.8511904761904762,0.8524221809936096,0.8600677962186574,1
0.875,0.8734315466716159,0.8780298308769271,1
0.8333333333333334,0.8290774304301666,0.8348653690725302,1
0.8630952380952381,0.8639161220043573,0.8660217600434992,1
0.8809523809523809,0.8806889427922697,0.8909320715582058,1
0.8928571428571429,0.8917518289367029,0.8958059832119983,1
0.8988095238095238,0.8979748794247578,0.9009282879818594,1
0.8928571428571429,0.8913241061623812,0.8925605745781185,1
0.9047619047619048,0.9008058929463875,0.9081881815502504,1
0.9166666666666666,0.9167902413490648,0.9180511948369089,1
0.8571428571428571,0.8560478770601673,0.8563420275376797,1
0.8809523809523809,0.8805096302086727,0.8816849816849817,1
0.8154761904761905,0.8156582209532308,0.8268177648217971,1
0.9107142857142857,0.9087348607127449,0.9124528617657994,1
0.9285714285714286,0.9284637627660883,0.9347972203235361,1
0.8809523809523809,0.8803157626687039,0.8837301587301586,1
0.9404761904761905,0.940693298596034,0.9421882465360726,1
0.875,0.8754235907613563,0.8768181818181818,1
0.9047619047619048,0.9022614998380305,0.9089848060436296,1
0.8869047619047619,0.8852887626049721,0.8942044952840831,1
0.9166666666666666,0.9162691918011067,0.9184412895593022,1
0.9166666666666666,0.9182611356230804,0.9212962962962963,1
0.8809523809523809,0.8808024729648698,0.8808488612836439,1
0.8869047619047619,0.886829655851395,0.8890177283034426,1
0.9047619047619048,0.9055008764735207,0.9066847826086957,1
0.9166666666666666,0.9161703811959567,0.9171476671476672,1
0.8392857142857143,0.8350584954840274,0.8397863911450868,1
0.8988095238095238,0.8990254832091567,0.8994588744588745,1
0.9047619047619048,0.9043584966454112,0.9053760393046107,1
0.8869047619047619,0.8854330193615907,0.8882444715778051,1
0.8452380952380952,0.8450677524819946,0.8556710620784077,1
0.9345238095238095,0.9343572450932415,0.9346348578957275,1
0.8869047619047619,0.8860849298117822,0.8862044873690836,1
0.8988095238095238,0.8990235287347897,0.8996906354515052,1
0.8988095238095238,0.8970294492982291,0.8985775774840828,1
0.9285714285714286,0.9286851518722992,0.9290269151138717,1
0.8988095238095238,0.8974725067413568,0.9016246684350132,1
0.8869047619047619,0.8851211762702446,0.8913042888606798,1
0.8988095238095238,0.8967716919691946,0.9000383743240886,1
0.8630952380952381,0.8608212729536261,0.8648073997972577,1
0.8809523809523809,0.8798232313699856,0.8845321388789434,1
0.9047619047619048,0.9044770044770045,0.9067717996289424,1
0.8988095238095238,0.8950421193674958,0.9005231802866075,1
0.8809523809523809,0.8813232938372477,0.8848381612765046,1
0.9166666666666666,0.9167752207265885,0.9171014492753623,1
0.9107142857142857,0.9071901780186454,0.915602031410855,1
0.8869047619047619,0.8873289107765876,0.8911281179138322,1
0.8988095238095238,0.8992115174030066,0.9030368165784833,1
0.9047619047619048,0.9039076422494462,0.905875196232339,1
0.9285714285714286,0.9287626089780728,0.9298858086358086,1
0.8869047619047619,0.885299220463379,0.8874710815500289,1
0.8869047619047619,0.8877271838968145,0.890410052910053,1
0.8154761904761905,0.8151408153944028,0.8166456899246755,1
0.8928571428571429,0.8926885090862312,0.8951814058956916,1
0.9404761904761905,0.9396584670483731,0.9409201305940436,1
0.8988095238095238,0.8986398693215889,0.8993362464829856,1
0.8571428571428571,0.8566147469088646,0.858999333999334,1
0.9047619047619048,0.9046747325622707,0.9052536848072561,1
0.9166666666666666,0.9171477316826154,0.9204158936301794,1
0.9226190476190477,0.923687650013648,0.9281519274376419,1
0.9226190476190477,0.9220261437908497,0.9240039061467632,1
0.8928571428571429,0.8912232091579917,0.8937538651824365,1
0.8928571428571429,0.8926826532640485,0.8963042909471481,1
0.8809523809523809,0.8798292902066487,0.8803146258503401,1
0.8928571428571429,0.8916022606012495,0.8937030231673088,1
0.8988095238095238,0.8995451119724375,0.9079233798782672,1
0.8869047619047619,0.8877915631270673,0.8975358400645755,1
0.8571428571428571,0.8558085445918409,0.8657641822609262,1
0.9166666666666666,0.914792067194598,0.9219010548516489,1
0.9047619047619048,0.9050801715378417,0.9072703090560232,1
0.8988095238095238,0.899223602484472,0.9004745254745254,1
0.8690476190476191,0.8634510286940127,0.8713975201044166,1
0.8571428571428571,0.8564530940581362,0.8607083184150852,1
0.8869047619047619,0.8828393920479536,0.886416237582566,1
0.8869047619047619,0.8869727547201427,0.8880672588281284,1
0.8630952380952381,0.8600561175358334,0.874922148346518,1
0.9285714285714286,0.9278758838061165,0.932722039864897,1
0.8928571428571429,0.8918296749420788,0.8962700650435612,1
0.875,0.8726861912249897,0.8764132255466289,1
0.9107142857142857,0.9100376475376476,0.9115192519695627,1
0.9166666666666666,0.9172688900418028,0.9214049225387306,1
0.8452380952380952,0.8451712978044563,0.8586260454002389,1
0.8630952380952381,0.8607864198310903,0.8705972390182917,1
0.8988095238095238,0.8992423896972461,0.9008699633699635,1
0.9047619047619048,0.9045044009545887,0.908812821994213,1
0.8928571428571429,0.8921968929334315,0.9049095954171142,1
0.9107142857142857,0.9099587007195703,0.9116161616161617,1
0.8928571428571429,0.8933019732715782,0.8973227351793331,1
0.9107142857142857,0.9089521193092622,0.9097548001056774,1
0.9107142857142857,0.9109253630530227,0.9130764163372858,1
0.8452380952380952,0.8413112481152528,0.8506362889983579,1
0.8690476190476191,0.8692673117879371,0.8696790890269152,1
0.8690476190476191,0.866701954051105,0.8714613618099376,1
0.8690476190476191,0.8637633624878523,0.8760724914965988,1
0.8809523809523809,0.8801774042950514,0.8809196755625327,1
0.9345238095238095,0.9345091359887276,0.938165009593581,1
0.9047619047619048,0.9040641441578103,0.9071693392814082,1
0.875,0.8713956089558665,0.8739863522037168,1
0.9047619047619048,0.9038149704326175,0.9039167354384746,1
0.8809523809523809,0.8797773281468932,0.883673469387755,1
0.9047619047619048,0.904643269479984,0.9065197483675744,1
0.875,0.8748275575028016,0.8766233766233765,1
0.8869047619047619,0.8861024108041232,0.8861699291047118,1
0.9047619047619048,0.9052524364783882,0.9073718327910874,1
0.8869047619047619,0.8885129701999003,0.8977958937198067,1
0.875,0.8719114487038678,0.8720357840372552,1
0.8988095238095238,0.8997937278668175,0.9057142857142857,1
0.9047619047619048,0.9048822299482564,0.906083202511774,1
0.8988095238095238,0.8969501707189806,0.8981123727121265,1
0.9047619047619048,0.9049025974025975,0.9059174952032096,1
0.9107142857142857,0.9101749267371169,0.9111822701108416,1
0.9226190476190477,0.922280771501362,0.9267251997515153,1
0.8869047619047619,0.8822709208229218,0.8863359892451964,1
0.8869047619047619,0.886538627168413,0.8878494693712085,1
0.8928571428571429,0.8937095369548784,0.9026334776334776,1
0.8452380952380952,0.8412480994113648,0.8627802752802751,1
0.8809523809523809,0.8818307351268638,0.8860417855953571,1
0.8690476190476191,0.8671031556253939,0.8696789321789323,1
0.8928571428571429,0.892820021718751,0.8976981143334526,1
0.8988095238095238,0.8973105847065336,0.899365794779695,1
0.9226190476190477,0.9224063984568186,0.9278155706727137,1
0.8869047619047619,0.8870015025383656,0.8898199497190179,1
0.8690476190476191,0.8680614931215286,0.8701793444650586,1
0.8988095238095238,0.8972191178058525,0.9033641090092702,1
0.9404761904761905,0.9409456890989513,0.942544955044955,1
0.8988095238095238,0.8969318621757646,0.902841734984592,1
0.8869047619047619,0.8873525976148077,0.898834403144748,1
0.8988095238095238,0.898252475593412,0.9015135692767272,1
0.875,0.871366430886622,0.8779401881720429,1
0.9226190476190477,0.9210606861792336,0.9237093686464396,1
0.9464285714285714,0.9463601686361225,0.9474342324342324,1
0.8869047619047619,0.8863815367416809,0.8878504432075861,1
0.8809523809523809,0.8801773654508981,0.8851294208437066,1
0.8928571428571429,0.8931637806637808,0.8950981730484836,1
0.8809523809523809,0.8817785875033773,0.8893332461189604,1
0.9166666666666666,0.9118526818022041,0.9121926398764635,1
0.9107142857142857,0.9095671601974121,0.9133500341207107,1
0.875,0.8713540259953322,0.8800194774589274,1
0.9047619047619048,0.9031455086021649,0.9173740941598085,1
0.9047619047619048,0.9045888213441405,0.9050254093732354,1
0.9166666666666666,0.9155949211982931,0.9155910755910756,1
0.9166666666666666,0.9164704419317133,0.9181687624544767,1
0.8809523809523809,0.8786659275683666,0.8863118034641483,1
0.9285714285714286,0.9284120631290442,0.9316802245373674,1
0.8928571428571429,0.8918038302241562,0.8924378881987578,1
0.875,0.8733826864078965,0.8743163464216095,1
0.8690476190476191,0.8685476911727938,0.8876434412148697,1
0.9047619047619048,0.9052734569004907,0.9062176501035197,1
0.8630952380952381,0.8609477719659294,0.8614228279030911,1
0.9107142857142857,0.9095638803104946,0.9119068431568431,1
0.8690476190476191,0.8709293536536061,0.8748280423280425,1
0.8988095238095238,0.893781236218211,0.9143703518703519,1
0.9047619047619048,0.9033716661267683,0.9097763347763346,1
0.9047619047619048,0.9046783459059998,0.9106233872859489,1
0.8452380952380952,0.8419872045554049,0.8434697064631275,1
0.8869047619047619,0.8850099764733912,0.8894012733298448,1
0.9285714285714286,0.9262942263249159,0.9288240932443831,1
0.9107142857142857,0.9120995933373811,0.9162003968253969,1
0.8809523809523809,0.8824635958543704,0.8866945247614288,1
0.8869047619047619,0.8849198146367957,0.8874418188327963,1
0.8333333333333334,0.8285201382140157,0.8312183847898134,1
0.8928571428571429,0.8922844588255988,0.8925558951917648,1
0.875,0.8730178022596154,0.8740834643655553,1
0.8928571428571429,0.8908278224315959,0.9055697278911564,1
0.8928571428571429,0.8930579560429373,0.8944138590877722,1
0.9047619047619048,0.9050151975683891,0.9054736024844721,1
0.8630952380952381,0.8623145335856793,0.8643620559849945,1
0.8809523809523809,0.8807476238065267,0.8854249666733461,1
0.875,0.8736756139600255,0.8755370569280343,1
0.9107142857142857,0.9099103415963881,0.9131157092466617,1
0.8988095238095238,0.898899662448566,0.8998343685300207,1
0.8511904761904762,0.8510351374592391,0.8538379579569509,1
0.8988095238095238,0.8961718708214328,0.9061959404912928,1
0.8690476190476191,0.8684335262272982,0.8709469639818609,1
0.8630952380952381,0.8632344302281171,0.8689043072448738,1
0.8690476190476191,0.8707170153606867,0.8745644210861602,1
0.8988095238095238,0.8974442477481992,0.8994797909629145,1
0.9047619047619048,0.9010576923076924,0.9032920860651954,1
0.8690476190476191,0.8688765056850164,0.8706086921666634,1
0.9345238095238095,0.9337743683331917,0.9345624613481756,1
0.8630952380952381,0.8636690238405393,0.8646376811594203,1
0.8928571428571429,0.8928571428571429,0.8928571428571429,1
0.9107142857142857,0.9102880301056592,0.9124234978272246,1
0.8928571428571429,0.8936869055413714,0.8969499522216913,1
0.9464285714285714,0.9465500485908649,0.9471312111801241,1
0.9047619047619048,0.904731702406121,0.9120251666031438,1
0.8690476190476191,0.8676384423615761,0.870538108428092,1
0.8571428571428571,0.8563109931363552,0.8682702175697864,1
0.9226190476190477,0.9228778022650249,0.9261845088912759,1
0.8809523809523809,0.8802311459226353,0.8809405706727137,1
0.8630952380952381,0.8584077596923161,0.8703654176724454,1
0.9047619047619048,0.9057828644030146,0.9081427256893095,1
0.8690476190476191,0.867913915048421,0.8675666000666001,1
0.8869047619047619,0.8871288938674384,0.8941795683790759,1
0.8690476190476191,0.8692271939831833,0.8700432900432902,1
0.8988095238095238,0.8975574550377643,0.9011243386243386,1
0.8392857142857143,0.8401688618709896,0.8431813949412292,1
0.9107142857142857,0.9107608157269289,0.9124656926157961,1
0.9166666666666666,0.9162356501041977,0.9172099395313682,1
0.8988095238095238,0.8982963599055106,0.9028543268048514,1
0.8988095238095238,0.898251353416028,0.901913343548682,1
0.8690476190476191,0.8681374825343849,0.8680757286192067,1
0.8869047619047619,0.8861673139367195,0.886765218908076,1
0.9107142857142857,0.91019816351449,0.910333493666827,1
0.8928571428571429,0.888192843741624,0.8917794520035417,1
0.9285714285714286,0.9265366328762449,0.9299861378834393,1
0.8809523809523809,0.880201938931601,0.88138063196293,1
0.8988095238095238,0.8984836203985141,0.8999757187257186,1
0.8869047619047619,0.8877480158730158,0.8901870070348332,1
0.8988095238095238,0.8990744566224758,0.9000200593057736,1
0.8988095238095238,0.8977242194855328,0.9097402597402597,1
0.9107142857142857,0.9099354027325216,0.915974765974766,1
0.9047619047619048,0.9043920219602993,0.9133355341759416,2
0.8809523809523809,0.8735774887313086,0.8919195883481599,2
0.9047619047619048,0.9016412773629698,0.9223005032734096,2
0.8928571428571429,0.8931890022482356,0.9079062864534608,2
0.8690476190476191,0.866308833703753,0.8749063322647068,2
0.8809523809523809,0.877604225047542,0.8868212010013085,2
0.8273809523809523,0.8184968271405902,0.8526468772436514,2
0.8809523809523809,0.879240918671813,0.8891849997940098,2
0.8809523809523809,0.8749205251107709,0.9113345338135255,2
0.8452380952380952,0.8414663961105731,0.8646825396825397,2
0.875,0.8714140999302432,0.8949101973295522,2
0.9047619047619048,0.9010600466601735,0.9132606131354744,2
0.8511904761904762,0.8469750287132412,0.8688392023476057,2
0.9107142857142857,0.9087084620699993,0.9143878246720208,2
0.8988095238095238,0.8974456449246365,0.9008535150452444,2
0.8511904761904762,0.847168622531599,0.8711906267883498,2
0.8988095238095238,0.8884531045504883,0.9275793650793651,2
0.8571428571428571,0.8538672072051525,0.8790985144057624,2
0.8869047619047619,0.88500359905635,0.8936115089310578,2
0.8869047619047619,0.8822815258099899,0.9025355596784168,2
0.875,0.8685155348689183,0.8842060508413893,2
0.8928571428571429,0.8902912440893422,0.8964165794522937,2
0.9107142857142857,0.9087487908916481,0.9260056643625192,2
0.8928571428571429,0.8911437089455665,0.912530525030525,2
0.8690476190476191,0.8664727537352115,0.8876521762551176,2
0.875,0.8732321528374162,0.8855442176870748,2
0.8809523809523809,0.875989070842012,0.9046564298796442,2
0.8273809523809523,0.8198738929499454,0.8383414904423309,2
0.9047619047619048,0.9002320887465645,0.9319727891156462,2
0.8869047619047619,0.883604453311723,0.8948786366889815,2
0.875,0.8690997242394545,0.8785641607070177,2
0.8809523809523809,0.880003795650054,0.8911125184222742,2
0.8928571428571429,0.8891716078814924,0.9106081826670062,2
0.9107142857142857,0.9103538899309838,0.9235837438423646,2
0.8809523809523809,0.8781488346913223,0.9038080285877792,2
0.8988095238095238,0.893728476826235,0.911612409970374,2
0.8869047619047619,0.8826952575902156,0.911258738013124,2
0.9285714285714286,0.9271844358097726,0.937588541163592,2
0.875,0.8668581175160123,0.8952922077922076,2
0.8630952380952381,0.8559615271661559,0.8726684426684427,2
0.8809523809523809,0.8796801156588052,0.894651879319367,2
0.8690476190476191,0.8607153524492235,0.8898326898326897,2
0.875,0.8707139324136444,0.8896430367018602,2
0.8809523809523809,0.8778148183669826,0.8913853376599681,2
0.8928571428571429,0.8906122437638511,0.9150456174649724,2
0.8809523809523809,0.8775472022584905,0.8997409308551005,2
0.9285714285714286,0.9243825843556301,0.9385629251700681,2
0.875,0.8747283768625232,0.8792272542272543,2
0.8988095238095238,0.8965389768961197,0.9031494079113126,2
0.8809523809523809,0.8775421896796762,0.9088435374149659,2
0.9226190476190477,0.9205596652315139,0.9274787955109448,2
0.8988095238095238,0.8950258471334018,0.9097321329464187,2
0.8928571428571429,0.891260162601626,0.9057539682539681,2
0.875,0.8713228069431077,0.8922573238049428,2
0.8511904761904762,0.8481833836291409,0.8662698412698414,2
0.875,0.8697804465998535,0.8838703130980159,2
0.8809523809523809,0.8785430839002266,0.891327821451161,2
0.8690476190476191,0.8634100612874198,0.8772070276966589,2
0.8928571428571429,0.891022804785871,0.8998440285204992,2
0.8630952380952381,0.8530785362356015,0.8898314531091029,2
0.9047619047619048,0.9038959640703824,0.9106426781238811,2
0.875,0.868989120672313,0.887427600561241,2
0.8511904761904762,0.8442211482138888,0.8748237057060586,2
0.8928571428571429,0.8908600588059533,0.9019248312351761,2
0.8928571428571429,0.887762601484406,0.9155457637600496,2
0.8630952380952381,0.8613912481061035,0.8882222889155662,2
0.8690476190476191,0.8602072611784392,0.874328035812026,2
0.8511904761904762,0.8449828274389678,0.8535932143577334,2
0.8809523809523809,0.8769355874222418,0.893654226820708,2
0.8690476190476191,0.8658210866717246,0.8861171639871829,2
0.8690476190476191,0.8664612314759023,0.8879487816632028,2
0.9226190476190477,0.921363796779079,0.9298044217687075,2
0.8809523809523809,0.8754465265620103,0.9088415694019142,2
0.8869047619047619,0.8849240279767663,0.9062280040221216,2
0.8571428571428571,0.8520481111227938,0.8778572617858332,2
0.9047619047619048,0.8992206804875268,0.9214222726127488,2
0.8928571428571429,0.8889467100272186,0.9115446178471389,2
0.8928571428571429,0.8876436020198698,0.9013872271316555,2
0.8928571428571429,0.8900933996799115,0.8999723276407336,2
0.9285714285714286,0.9275995891932963,0.9320861678004536,2
0.8869047619047619,0.8866167854539946,0.8968787515006001,2
0.8869047619047619,0.8810543830880097,0.9013751334872024,2
0.9285714285714286,0.9262518812679881,0.9354034717335208,2
0.8928571428571429,0.8918863801188166,0.8992257112719907,2
0.9047619047619048,0.9044098600339703,0.9140977443609023,2
0.8690476190476191,0.8614100025975302,0.8883783873172668,2
0.8452380952380952,0.833105386192023,0.897765246449457,2
0.8690476190476191,0.8642210513969653,0.8873994759194,2
0.8571428571428571,0.8533833050342484,0.8736411390865413,2
0.8452380952380952,0.8383424114074268,0.8605399976367719,2
0.8392857142857143,0.8315824282929547,0.866938121402407,2
0.8809523809523809,0.8790473546123264,0.9023750879662211,2
0.8690476190476191,0.8663095662583368,0.9031616787953195,2
0.8630952380952381,0.8574758456337405,0.891563345768415,2
0.8809523809523809,0.875652904840097,0.907273486317604,2
0.8869047619047619,0.882534361601711,0.8928807567907949,2
0.8869047619047619,0.8823234758384227,0.9097810035310036,2
0.9107142857142857,0.9092805326183583,0.9157592256503326,2
0.8869047619047619,0.8789332270375851,0.902014652014652,2
0.875,0.8686773331872999,0.879064068647402,2
0.8273809523809523,0.817736645385371,0.8690407243978672,2
0.8869047619047619,0.8825648401306296,0.899103542626728,2
0.9107142857142857,0.9093312879732364,0.9215379981393648,2
0.9047619047619048,0.8980373982653618,0.9166913142068421,2
0.9345238095238095,0.9343594637261139,0.9363184822423951,2
0.8869047619047619,0.8851103384579518,0.9009985054627911,2
0.8571428571428571,0.8466194183684191,0.8705371835071083,2
0.8571428571428571,0.8472720223881215,0.8864724340914817,2
0.875,0.8737171592775042,0.8890684478919773,2
0.8869047619047619,0.8800934234398318,0.8990842490842491,2
0.8392857142857143,0.8314049186617186,0.8506183124590831,2
0.8869047619047619,0.8838321499249285,0.8956884927325942,2
0.9166666666666666,0.9148259148259147,0.9268724626947554,2
0.8988095238095238,0.8987231400496706,0.9069805194805196,2
0.8511904761904762,0.8436146483096226,0.8718458888931916,2
0.8809523809523809,0.8764334148431183,0.884128890347562,2
0.9047619047619048,0.9024807568040649,0.9222587719298245,2
0.8988095238095238,0.896710581085581,0.9070295668004876,2
0.8333333333333334,0.8258372579801152,0.8603174603174603,2
0.9047619047619048,0.8991450074985184,0.9237048665620096,2
0.8988095238095238,0.893664040640579,0.9109007064364207,2
0.8809523809523809,0.8767983093873122,0.8953442060584917,2
0.8869047619047619,0.8797128500523015,0.9009199134199134,2
0.8928571428571429,0.8909387009117469,0.9064519557823131,2
0.8690476190476191,0.8641870649334904,0.8865861159278526,2
0.8988095238095238,0.8956449709627676,0.9198129251700681,2
0.9107142857142857,0.9084487222411458,0.9207788243502528,2
0.8630952380952381,0.8586083910040353,0.8774940505283249,2
0.875,0.8740113081412759,0.8937522546897545,2
0.8809523809523809,0.8793513182672703,0.8880205320994795,2
0.8869047619047619,0.8822481436067119,0.9038166990934305,2
0.875,0.8700964122016753,0.9060817035147393,2
0.9047619047619048,0.9007511513030427,0.9107286381479931,2
0.8928571428571429,0.8809401104995528,0.9251614613456719,2
0.8928571428571429,0.8923598660243318,0.9069349962207105,2
0.9166666666666666,0.9173337477959327,0.9231859410430839,2
0.8869047619047619,0.8824491114383941,0.9073334461989924,2
0.8809523809523809,0.8774845983050318,0.886729489148844,2
0.875,0.8689247390459542,0.9039119162967091,2
0.875,0.8720899470899471,0.8840102707749766,2
0.8571428571428571,0.853403540903541,0.8684238510218902,2
0.8869047619047619,0.8842656846485015,0.9054969060503533,2
0.9226190476190477,0.9219447505825216,0.9380230880230879,2
0.8928571428571429,0.8888040755908955,0.9056692859112213,2
0.8630952380952381,0.8555212701037423,0.8836451247165533,2
0.9166666666666666,0.9149553362098286,0.9219000703729767,2
0.8928571428571429,0.8897228867623606,0.9086940836940837,2
0.8928571428571429,0.8927245515255718,0.9049081998390756,2
0.9166666666666666,0.915448024073361,0.926729899461297,2
0.8630952380952381,0.8562000067217854,0.8896931499872677,2
0.8690476190476191,0.866778397041555,0.8925466502583438,2
0.875,0.8688274303329384,0.8827062074829932,2
0.8988095238095238,0.8954345591563637,0.9105457637600496,2
0.9166666666666666,0.9151188930856897,0.9287106655527708,2
0.8571428571428571,0.8559756067746056,0.872715193155302,2
0.8273809523809523,0.8143484991782405,0.8527437755729073,2
0.8809523809523809,0.8713977886994551,0.9018445839874412,2
0.8869047619047619,0.8853410808767951,0.899304237824162,2
0.8928571428571429,0.8875548193312167,0.9091836734693877,2
0.8928571428571429,0.8887414044543787,0.9073142458895147,2
0.8452380952380952,0.8363509383633223,0.854441737218235,2
0.8869047619047619,0.8813248914814741,0.8942607329108202,2
0.8690476190476191,0.8655419604683294,0.8785815347850507,2
0.8571428571428571,0.8527338343514814,0.8828153056094233,2
0.9226190476190477,0.919808657053555,0.9352380952380953,2
0.875,0.8711224942980803,0.8968382807668521,2
0.8809523809523809,0.8739355001259762,0.8923362317758868,2
0.9107142857142857,0.90964491857349,0.9143364363289176,2
0.9226190476190477,0.9221285950277546,0.927223813502009,2
0.8571428571428571,0.8534649320773362,0.8922357404500261,2
0.8392857142857143,0.8337029205424019,0.851097020004583,2
0.8690476190476191,0.8631700185107349,0.8824128457749147,2
0.9047619047619048,0.9049104919774991,0.9170592909476757,2
0.8988095238095238,0.8994901825464484,0.901545214045214,2
0.875,0.8685725488632556,0.9033852540188947,2
0.8869047619047619,0.8832736021237764,0.8911782661782661,2
0.8809523809523809,0.8745934620934621,0.9015289506000912,2
0.9226190476190477,0.91999883286648,0.9255185990480108,2
0.8214285714285714,0.8153323726863487,0.8477816365780761,2
0.8809523809523809,0.8780942932728647,0.8966911764705883,2
0.875,0.8716065656090135,0.8911487322201608,2
0.8333333333333334,0.8249558087314555,0.8559177296922394,2
0.8809523809523809,0.8777476603120339,0.89840519748015,2
0.9107142857142857,0.9096205888633386,0.9283858998144713,2
0.8869047619047619,0.8862646134901935,0.8972323972323972,2
0.8809523809523809,0.8735873879894702,0.9122975015832159,2
0.8988095238095238,0.8957525102386408,0.900918289392168,2
0.8988095238095238,0.8957216652894925,0.91816021280307,2
0.8988095238095238,0.8978405970467637,0.9055835744259391,2
0.8630952380952381,0.8604979635212011,0.8738768234566553,2
0.8988095238095238,0.8962612184563403,0.9047910727566459,2
