,number,value,datetime_start,datetime_complete,duration,params_Tu,params_Tv,system_attrs_fail_reason,state
392,392,2258832.8473859834,2022-01-14 11:30:49.861398,2022-01-14 11:30:52.323619,0 days 00:00:02.462221,15.242091458064381,139982.13453904775,,COMPLETE
393,393,578331.1861487629,2022-01-14 11:30:52.455219,2022-01-14 11:30:55.200570,0 days 00:00:02.745351,12.322075636282797,35787.63677781701,,COMPLETE
394,394,162967496.88332558,2022-01-14 11:30:55.359862,2022-01-14 11:31:14.198084,0 days 00:00:18.838222,7.411516305505835,10110816.388833923,,COMPLETE
395,395,31698738.684813753,2022-01-14 11:31:14.319914,2022-01-14 11:31:16.336170,0 days 00:00:02.016256,16.456985971603466,1966465.9211891566,,COMPLETE
396,396,904378700.3597454,2022-01-14 11:31:16.457929,2022-01-14 11:31:21.451609,0 days 00:00:04.993680,5.109669213136657,56109535.45929912,,COMPLETE
397,397,273068.9790957511,2022-01-14 11:31:21.595771,2022-01-14 11:31:23.841425,0 days 00:00:02.245654,13.969051905444715,16810.037850574656,,COMPLETE
398,398,118089841.16609195,2022-01-14 11:31:23.946335,2022-01-14 11:31:26.927170,0 days 00:00:02.980835,9.183728126233158,7326482.780926413,,COMPLETE
399,399,64417764.14401632,2022-01-14 11:31:27.064951,2022-01-14 11:31:29.163095,0 days 00:00:02.098144,18.28442635415792,3996377.7714994317,,COMPLETE
400,400,28206628.982936345,2022-01-14 11:31:29.372968,2022-01-14 11:31:32.373053,0 days 00:00:03.000085,11.36907601252083,1749926.3324989984,,COMPLETE
401,401,1749535.3949029474,2022-01-14 11:31:32.511736,2022-01-14 11:31:35.039022,0 days 00:00:02.527286,13.28325104266941,108430.0655154027,,COMPLETE
402,402,1452762.6405836856,2022-01-14 11:31:35.179703,2022-01-14 11:31:37.765982,0 days 00:00:02.586279,2.263914858943821,90172.65146641103,,COMPLETE
403,403,53895599.76413445,2022-01-14 11:31:37.851064,2022-01-14 11:31:41.392522,0 days 00:00:03.541458,8.316325937669593,3343755.11348116,,COMPLETE
404,404,335138911.87741303,2022-01-14 11:31:41.566962,2022-01-14 11:31:46.615602,0 days 00:00:05.048640,5.395611923911251,20792717.382525474,,COMPLETE
405,405,29812106.442977104,2022-01-14 11:31:46.751632,2022-01-14 11:31:51.105826,0 days 00:00:04.354194,10.687936302933005,1849522.4597358105,,COMPLETE
406,406,82554583.00029102,2022-01-14 11:31:51.206578,2022-01-14 11:31:53.100041,0 days 00:00:01.893463,16.147085203710645,5121675.1644797865,,COMPLETE
407,407,1560141.5692180404,2022-01-14 11:31:53.262531,2022-01-14 11:32:11.968965,0 days 00:00:18.706434,13.20076597378227,96681.56273680435,,COMPLETE
408,408,48849786.893841825,2022-01-14 11:32:12.087699,2022-01-14 11:32:16.663464,0 days 00:00:04.575765,0.11865651703038793,3030840.208924793,,COMPLETE
409,409,1886062.2267488018,2022-01-14 11:32:16.824786,2022-01-14 11:32:18.944380,0 days 00:00:02.119594,17.356253405532563,116803.92461887952,,COMPLETE
410,410,31891664.057450484,2022-01-14 11:32:19.080895,2022-01-14 11:32:21.565695,0 days 00:00:02.484800,19.316293553024902,1978366.025949975,,COMPLETE
411,411,1010686903.4553494,2022-01-14 11:32:21.681480,2022-01-14 11:32:24.340791,0 days 00:00:02.659311,22.752141097019805,62704764.44143496,,COMPLETE
412,412,86827210.29080366,2022-01-14 11:32:24.473669,2022-01-14 11:32:25.454931,0 days 00:00:00.981262,36.9851764900141,5386236.903607248,,COMPLETE
413,413,633216286.3270266,2022-01-14 11:32:25.582618,2022-01-14 11:32:28.846614,0 days 00:00:03.263996,7.542841572317632,39286022.003671505,,COMPLETE
414,414,35664425.378989026,2022-01-14 11:32:29.007416,2022-01-14 11:32:31.112041,0 days 00:00:02.104625,14.983128449893405,2212540.481374009,,COMPLETE
415,415,726516.1118502249,2022-01-14 11:32:31.289969,2022-01-14 11:32:34.267945,0 days 00:00:02.977976,11.719968064639634,44995.00596420029,,COMPLETE
416,416,1291140.4607013864,2022-01-14 11:32:34.425510,2022-01-14 11:32:36.903846,0 days 00:00:02.478336,13.2994843704221,79989.85074235803,,COMPLETE
417,417,59473039.188312754,2022-01-14 11:32:37.067134,2022-01-14 11:32:55.773173,0 days 00:00:18.706039,9.713097905301883,3689766.2697137212,,COMPLETE
418,418,698289.3142555009,2022-01-14 11:32:55.897367,2022-01-14 11:33:00.500562,0 days 00:00:04.603195,7.024775379326693,43305.20607606797,,COMPLETE
419,419,768802.8620771567,2022-01-14 11:33:00.621160,2022-01-14 11:33:19.405300,0 days 00:00:18.784140,4.1707917574896385,47720.38263682669,,COMPLETE
420,420,32031299.340573784,2022-01-14 11:33:19.527801,2022-01-14 11:33:22.634024,0 days 00:00:03.106223,9.703045155471589,1987224.1390705453,,COMPLETE
421,421,474516.2973391675,2022-01-14 11:33:22.759116,2022-01-14 11:33:25.339419,0 days 00:00:02.580303,15.30603502513561,29277.32607548389,,COMPLETE
422,422,82440766.95538247,2022-01-14 11:33:25.444334,2022-01-14 11:33:26.547173,0 days 00:00:01.102839,20.148440186992676,5114519.73566088,,COMPLETE
423,423,30900471.033630867,2022-01-14 11:33:26.672414,2022-01-14 11:33:29.294267,0 days 00:00:02.621853,11.990950573664016,1917043.9661571085,,COMPLETE
424,424,58134046.63728829,2022-01-14 11:33:29.476168,2022-01-14 11:33:31.631006,0 days 00:00:02.154838,17.079653061324205,3606552.130025389,,COMPLETE
425,425,449334720.7690079,2022-01-14 11:33:31.751614,2022-01-14 11:33:33.347570,0 days 00:00:01.595956,14.334971343942344,27877516.70036348,,COMPLETE
426,426,124297883.50670573,2022-01-14 11:33:33.467398,2022-01-14 11:33:52.161111,0 days 00:00:18.693713,5.928523016539247,7711696.186647316,,COMPLETE
427,427,25710400.05133647,2022-01-14 11:33:52.302748,2022-01-14 11:33:55.661464,0 days 00:00:03.358716,8.68160336372102,1595080.6953758355,,COMPLETE
428,428,127661.85779006172,2022-01-14 11:33:55.796201,2022-01-14 11:33:59.280028,0 days 00:00:03.483827,1.8938272104610991,7962.679317615494,,COMPLETE
429,429,730674475.6073635,2022-01-14 11:33:59.404041,2022-01-14 11:34:04.016197,0 days 00:00:04.612156,1.4246689489837965,45332597.511339985,,COMPLETE
430,430,51469414.79630592,2022-01-14 11:34:04.183573,2022-01-14 11:34:22.777794,0 days 00:00:18.594221,0.4406951092520468,3193316.92009061,,COMPLETE
431,431,1449237.2533741235,2022-01-14 11:34:22.900674,2022-01-14 11:34:26.149025,0 days 00:00:03.248351,0.6809455670693101,89961.69010217229,,COMPLETE
432,432,1446888.8904320772,2022-01-14 11:34:26.287721,2022-01-14 11:34:29.398358,0 days 00:00:03.110637,3.25098014108438,89800.1183566312,,COMPLETE
433,433,101094456.16540925,2022-01-14 11:34:29.513269,2022-01-14 11:34:32.267874,0 days 00:00:02.754605,2.5954284350912373,6272147.156092019,,COMPLETE
434,434,292350283.8085303,2022-01-14 11:34:32.420224,2022-01-14 11:34:51.077763,0 days 00:00:18.657539,3.933792633878008,18138041.257887427,,COMPLETE
435,435,28521046.980715785,2022-01-14 11:34:51.217763,2022-01-14 11:34:53.726759,0 days 00:00:02.508996,21.332597112270413,1769198.7439395988,,COMPLETE
436,436,66074605.02619785,2022-01-14 11:34:53.884189,2022-01-14 11:34:54.647424,0 days 00:00:00.763235,91.61257506319603,4097317.3733879714,,COMPLETE
437,437,1807948.237124204,2022-01-14 11:34:54.819155,2022-01-14 11:34:57.086288,0 days 00:00:02.267133,18.25182866004763,111935.85159444484,,COMPLETE
438,438,26881.915527245907,2022-01-14 11:34:57.221922,2022-01-14 11:35:15.744911,0 days 00:00:18.522989,5.1636825428527935,1702.4180884697557,,COMPLETE
439,439,32667709.37679613,2022-01-14 11:35:15.865738,2022-01-14 11:35:21.172275,0 days 00:00:05.306537,4.925322740269439,2026784.630568949,,COMPLETE
440,440,696204.6474317812,2022-01-14 11:35:21.316179,2022-01-14 11:35:40.128094,0 days 00:00:18.811915,1.4089089997990056,43235.41124972128,,COMPLETE
441,441,59175341.24043137,2022-01-14 11:35:40.260522,2022-01-14 11:35:45.184001,0 days 00:00:04.923479,5.61965806058119,3671363.3823362812,,COMPLETE
442,442,33084692.695404004,2022-01-14 11:35:45.331042,2022-01-14 11:35:47.817947,0 days 00:00:02.486905,2.8547255396317093,2052678.5126924538,,COMPLETE
443,443,94855556.65196761,2022-01-14 11:35:47.923464,2022-01-14 11:35:53.572059,0 days 00:00:05.648595,5.8970959864666375,5885033.774445883,,COMPLETE
444,444,31465606.79795394,2022-01-14 11:35:53.722726,2022-01-14 11:35:56.224155,0 days 00:00:02.501429,7.880372240685366,1952158.240062568,,COMPLETE
445,445,66994651.552446924,2022-01-14 11:35:56.342849,2022-01-14 11:35:57.212717,0 days 00:00:00.869868,59.45119600859178,4155214.3485227996,,COMPLETE
446,446,28631764.646426223,2022-01-14 11:35:57.371271,2022-01-14 11:35:59.238955,0 days 00:00:01.867684,24.320134905524625,1775992.1427309169,,COMPLETE
447,447,2254053.5284983474,2022-01-14 11:35:59.392511,2022-01-14 11:36:01.773198,0 days 00:00:02.380687,2.7209880680482126,139883.04274930633,,COMPLETE
448,448,1402556.609969775,2022-01-14 11:36:01.950507,2022-01-14 11:36:06.627337,0 days 00:00:04.676830,4.681408929197768,87033.05645229806,,COMPLETE
449,449,9.223372036854776e+18,2022-01-14 11:36:06.790976,2022-01-14 11:36:07.038554,0 days 00:00:00.247578,0.0340700171273719,3477181.1412030295,,COMPLETE
450,450,1160222.7969702852,2022-01-14 11:36:07.157219,2022-01-14 11:36:19.993210,0 days 00:00:12.835991,6.9381545581354365,71965.92061071284,,COMPLETE
451,451,79547811.40235417,2022-01-14 11:36:20.122730,2022-01-14 11:36:22.613529,0 days 00:00:02.490799,11.762071595045708,4935230.755373049,,COMPLETE
452,452,33460150.77816194,2022-01-14 11:36:22.739202,2022-01-14 11:36:41.716909,0 days 00:00:18.977707,9.631836110880874,2075874.3363976246,,COMPLETE
453,453,1203406.9973916786,2022-01-14 11:36:42.010949,2022-01-14 11:37:00.830976,0 days 00:00:18.820027,6.998580312860308,74644.19952045986,,COMPLETE
454,454,30079873.41754414,2022-01-14 11:37:00.966459,2022-01-14 11:37:06.265250,0 days 00:00:05.298791,4.463038985729904,1866235.951798845,,COMPLETE
455,455,58855825.0310921,2022-01-14 11:37:06.407418,2022-01-14 11:37:11.398387,0 days 00:00:04.990969,10.8626381970459,3651451.5172343412,,COMPLETE
456,456,126862994.1001756,2022-01-14 11:37:11.516945,2022-01-14 11:37:13.996155,0 days 00:00:02.479210,13.181411972192262,7870730.429911448,,COMPLETE
457,457,2091900.4533949723,2022-01-14 11:37:14.166210,2022-01-14 11:37:17.788236,0 days 00:00:03.622026,8.312957667616729,129746.4651866307,,COMPLETE
458,458,31846942.675184734,2022-01-14 11:37:17.923026,2022-01-14 11:37:36.719893,0 days 00:00:18.796867,2.096252464643762,1975891.6398571127,,COMPLETE
459,459,87827907.17442663,2022-01-14 11:37:36.843211,2022-01-14 11:37:38.508642,0 days 00:00:01.665431,14.307001498110589,5448886.737512827,,COMPLETE
460,460,1047921.3443598886,2022-01-14 11:37:38.658571,2022-01-14 11:37:43.443006,0 days 00:00:04.784435,10.889661517616203,64928.96893598871,,COMPLETE
461,461,844834136.3674129,2022-01-14 11:37:43.598403,2022-01-14 11:37:46.101355,0 days 00:00:02.502952,19.343749243399166,52414998.192868866,,COMPLETE
462,462,30792536.77062291,2022-01-14 11:37:46.221047,2022-01-14 11:38:05.030408,0 days 00:00:18.809361,6.090566925498946,1910428.6496310951,,COMPLETE
463,463,199781.67820620787,2022-01-14 11:38:05.173653,2022-01-14 11:38:06.166429,0 days 00:00:00.992776,68.13410520164685,10899.658414125792,,COMPLETE
464,464,55242755.69305019,2022-01-14 11:38:06.315306,2022-01-14 11:38:07.075462,0 days 00:00:00.760156,67.12570595601288,3425907.843843357,,COMPLETE
465,465,1128279.4772645086,2022-01-14 11:38:07.237544,2022-01-14 11:38:08.127240,0 days 00:00:00.889696,88.18137406025313,67999.54742509169,,COMPLETE
466,466,2143935.976879127,2022-01-14 11:38:08.251144,2022-01-14 11:38:09.236525,0 days 00:00:00.985381,54.701679673475645,131861.9910891459,,COMPLETE
467,467,52951958.09255385,2022-01-14 11:38:09.398173,2022-01-14 11:38:11.406105,0 days 00:00:02.007932,21.742130514615106,3284932.63927243,,COMPLETE
468,468,527979.9980010567,2022-01-14 11:38:11.518212,2022-01-14 11:38:12.380861,0 days 00:00:00.862649,82.2731089243154,30905.009328655753,,COMPLETE
469,469,97496345.20240259,2022-01-14 11:38:12.539147,2022-01-14 11:38:13.304825,0 days 00:00:00.765678,69.04122042337569,6047359.392804502,,COMPLETE
470,470,479326.75441671046,2022-01-14 11:38:13.471364,2022-01-14 11:38:14.493412,0 days 00:00:01.022048,71.49365425427966,28159.66129720078,,COMPLETE
471,471,244211932.82112122,2022-01-14 11:38:14.653460,2022-01-14 11:38:16.160479,0 days 00:00:01.507019,26.550024162538087,15150975.258181317,,COMPLETE
472,472,28951332.820464488,2022-01-14 11:38:16.294676,2022-01-14 11:38:18.716581,0 days 00:00:02.421905,2.7529149705033578,1796237.2191156887,,COMPLETE
473,473,72311684.65860371,2022-01-14 11:38:18.863089,2022-01-14 11:38:19.764305,0 days 00:00:00.901216,61.73861036740524,4485036.090410507,,COMPLETE
474,474,29298522.66243085,2022-01-14 11:38:19.926869,2022-01-14 11:38:21.911828,0 days 00:00:01.984959,17.310133995519376,1817530.9843629757,,COMPLETE
475,475,78176.00911539627,2022-01-14 11:38:22.038819,2022-01-14 11:38:23.402552,0 days 00:00:01.363733,48.50287682733168,3847.8285373299423,,COMPLETE
476,476,804358.1640517126,2022-01-14 11:38:23.550789,2022-01-14 11:38:24.420373,0 days 00:00:00.869584,64.81601504182287,48495.009003044644,,COMPLETE
477,477,1564013035.8515987,2022-01-14 11:38:24.581306,2022-01-14 11:38:26.440064,0 days 00:00:01.858758,24.47619565913462,97034218.73090878,,COMPLETE
478,478,49334677.552898735,2022-01-14 11:38:26.588964,2022-01-14 11:38:27.488102,0 days 00:00:00.899138,56.33178280574428,3059632.10962357,,COMPLETE
479,479,970533.5698294496,2022-01-14 11:38:27.653145,2022-01-14 11:38:29.038496,0 days 00:00:01.385351,31.980563182040093,59637.46000803663,,COMPLETE
480,480,31847658.08630861,2022-01-14 11:38:29.137634,2022-01-14 11:38:29.919833,0 days 00:00:00.782199,85.97620657338996,1973949.6659609862,,COMPLETE
481,481,76627784.47438128,2022-01-14 11:38:30.051873,2022-01-14 11:38:31.034203,0 days 00:00:00.982330,42.166512923851805,4753312.062358528,,COMPLETE
482,482,111246041.0585209,2022-01-14 11:38:31.180489,2022-01-14 11:38:49.790877,0 days 00:00:18.610388,4.092548342206882,6901957.791959749,,COMPLETE
483,483,38741.75709053371,2022-01-14 11:38:49.962874,2022-01-14 11:38:51.710217,0 days 00:00:01.747343,79.2226307925001,580.7461749679933,,COMPLETE
484,484,29196415.601201452,2022-01-14 11:38:51.879888,2022-01-14 11:38:54.626695,0 days 00:00:02.746807,19.049676453039105,1811153.7501129976,,COMPLETE
485,485,1110069391.7529688,2022-01-14 11:38:54.766412,2022-01-14 11:38:55.649993,0 days 00:00:00.883581,77.41458675200329,68869273.77077696,,COMPLETE
486,486,60575907.544101484,2022-01-14 11:38:55.813742,2022-01-14 11:38:56.577706,0 days 00:00:00.763964,92.26944405825154,3756150.151462226,,COMPLETE
487,487,28086045.720229223,2022-01-14 11:38:56.741495,2022-01-14 11:38:57.627491,0 days 00:00:00.885996,49.58583978427655,1741494.0528374095,,COMPLETE
488,488,150227613.55385584,2022-01-14 11:38:57.809483,2022-01-14 11:38:58.563114,0 days 00:00:00.753631,79.55205249200935,9318649.895364592,,COMPLETE
489,489,54907160.458141215,2022-01-14 11:38:58.691719,2022-01-14 11:38:59.431562,0 days 00:00:00.739843,67.78751340399893,3405070.042369679,,COMPLETE
490,490,1410284.0832511305,2022-01-14 11:38:59.594365,2022-01-14 11:39:00.478823,0 days 00:00:00.884458,78.62923182688853,85737.95897683126,,COMPLETE
491,491,360443.0591341214,2022-01-14 11:39:00.652800,2022-01-14 11:39:01.698568,0 days 00:00:01.045768,74.40613012932195,20709.662891494598,,COMPLETE
492,492,25732889.428537395,2022-01-14 11:39:01.858886,2022-01-14 11:39:02.629512,0 days 00:00:00.770626,81.94865430764946,1594678.8747223641,,COMPLETE
493,493,1142533.5201998544,2022-01-14 11:39:02.794510,2022-01-14 11:39:03.821764,0 days 00:00:01.027254,47.66283957403798,69911.1726272912,,COMPLETE
494,494,1311299.9162613582,2022-01-14 11:39:03.980234,2022-01-14 11:39:04.914211,0 days 00:00:00.933977,74.57759311861534,79699.47194721203,,COMPLETE
495,495,79255035.03697217,2022-01-14 11:39:05.092407,2022-01-14 11:39:06.018582,0 days 00:00:00.926175,43.863050537340655,4916269.11068135,,COMPLETE
496,496,46378338.55203426,2022-01-14 11:39:06.171135,2022-01-14 11:39:06.914132,0 days 00:00:00.742997,71.79213069876505,2875822.7561978386,,COMPLETE
497,497,1432317.2086910391,2022-01-14 11:39:07.036440,2022-01-14 11:39:08.405399,0 days 00:00:01.368959,29.721946522922412,88344.89155712553,,COMPLETE
498,498,29779178.958893888,2022-01-14 11:39:08.563177,2022-01-14 11:39:09.342413,0 days 00:00:00.779236,85.8973835187983,1845618.938919184,,COMPLETE
499,499,94966484.8763808,2022-01-14 11:39:09.481099,2022-01-14 11:39:10.238558,0 days 00:00:00.757459,64.27727861892201,5890522.404024068,,COMPLETE
500,500,1112791.9694081696,2022-01-14 11:39:10.367443,2022-01-14 11:39:11.421364,0 days 00:00:01.053921,50.948469170728735,67982.63333085696,,COMPLETE
501,501,54324559.48969666,2022-01-14 11:39:11.595685,2022-01-14 11:39:13.462649,0 days 00:00:01.866964,21.62012217446984,3370094.7626684685,,COMPLETE
502,502,27794236.432729397,2022-01-14 11:39:13.622705,2022-01-14 11:39:15.612915,0 days 00:00:01.990210,16.55617925953658,1724220.14417511,,COMPLETE
503,503,1019672.6314904654,2022-01-14 11:39:15.749567,2022-01-14 11:39:16.888447,0 days 00:00:01.138880,37.66563115977891,62542.03862493167,,COMPLETE
504,504,9.223372036854776e+18,2022-01-14 11:39:17.066135,2022-01-14 11:39:17.287827,0 days 00:00:00.221692,0.07081573923743001,91671.5131796303,,COMPLETE
505,505,58081307.74601337,2022-01-14 11:39:17.422083,2022-01-14 11:39:19.915027,0 days 00:00:02.492944,15.007115336997652,3603329.6725199516,,COMPLETE
506,506,29290344.69221609,2022-01-14 11:39:20.047900,2022-01-14 11:39:20.796301,0 days 00:00:00.748401,90.4681020383256,1815174.7683171085,,COMPLETE
507,507,115670942.91153328,2022-01-14 11:39:20.949455,2022-01-14 11:39:21.692195,0 days 00:00:00.742740,96.20805876303848,7174260.276867948,,COMPLETE
508,508,79256421.69706944,2022-01-14 11:39:21.857775,2022-01-14 11:39:24.566572,0 days 00:00:02.708797,19.001844865833803,4916981.275242176,,COMPLETE
509,509,771109.3119852903,2022-01-14 11:39:24.722971,2022-01-14 11:39:25.638028,0 days 00:00:00.915057,83.07699156970097,45969.17959360161,,COMPLETE
510,510,29807379.811851367,2022-01-14 11:39:25.874053,2022-01-14 11:39:26.631599,0 days 00:00:00.757546,93.8916607113655,1847165.89982639,,COMPLETE
511,511,1824838.4303539263,2022-01-14 11:39:26.790200,2022-01-14 11:39:27.796882,0 days 00:00:01.006682,59.1693852706439,111951.21095184566,,COMPLETE
512,512,46301309.589168705,2022-01-14 11:39:27.949857,2022-01-14 11:39:30.548118,0 days 00:00:02.598261,13.77015076997883,2872503.2188078533,,COMPLETE
513,513,1367229984.2879734,2022-01-14 11:39:30.780249,2022-01-14 11:39:31.529515,0 days 00:00:00.749266,75.39559931010788,84824100.14394602,,COMPLETE
514,514,56316102.66152498,2022-01-14 11:39:31.668367,2022-01-14 11:39:34.138673,0 days 00:00:02.470306,23.02944718880082,3493618.4782679714,,COMPLETE
515,515,544870247.8603244,2022-01-14 11:39:34.263983,2022-01-14 11:39:35.379186,0 days 00:00:01.115203,20.192704658707314,33804600.30847816,,COMPLETE
516,516,25834749.53836089,2022-01-14 11:39:35.502903,2022-01-14 11:39:36.243730,0 days 00:00:00.740827,85.30373723479538,1600913.4255539023,,COMPLETE
517,517,30944.01817206409,2022-01-14 11:39:36.404251,2022-01-14 11:39:38.696901,0 days 00:00:02.292650,35.382066405130885,1234.1015140858108,,COMPLETE
518,518,1193583250.731888,2022-01-14 11:39:38.825978,2022-01-14 11:39:39.858112,0 days 00:00:01.032134,38.59177602787678,74051630.63042639,,COMPLETE
519,519,82310379.01763909,2022-01-14 11:39:39.981029,2022-01-14 11:39:41.109481,0 days 00:00:01.128452,32.1868459210471,5106124.998006314,,COMPLETE
520,520,633754.2588612376,2022-01-14 11:39:41.228843,2022-01-14 11:39:44.637963,0 days 00:00:03.409120,8.237729089971427,39281.2743942312,,COMPLETE
521,521,29367800.374099378,2022-01-14 11:39:44.754336,2022-01-14 11:39:45.627013,0 days 00:00:00.872677,44.98274739672831,1821133.4658137693,,COMPLETE
522,522,271381.9879591782,2022-01-14 11:39:45.769274,2022-01-14 11:39:46.769716,0 days 00:00:01.000442,62.91883739715572,15474.895148918802,,COMPLETE
523,523,58124673.174610786,2022-01-14 11:39:46.925945,2022-01-14 11:39:48.054264,0 days 00:00:01.128319,34.53681834760173,3605534.1901675467,,COMPLETE
524,524,1096830.6216923937,2022-01-14 11:39:48.227976,2022-01-14 11:39:49.344370,0 days 00:00:01.116394,41.6489412570368,67228.12360734331,,COMPLETE
525,525,28937394.145332947,2022-01-14 11:39:49.501600,2022-01-14 11:39:50.400891,0 days 00:00:00.899291,53.33152867431464,1794218.5067970343,,COMPLETE
526,526,389785569.3038121,2022-01-14 11:39:50.570297,2022-01-14 11:39:52.383067,0 days 00:00:01.812770,24.92103776538176,24182706.13473683,,COMPLETE
527,527,94670435.64980586,2022-01-14 11:39:52.543242,2022-01-14 11:39:53.539200,0 days 00:00:00.995958,36.08430605994795,5872869.671391889,,COMPLETE
528,528,54466582.96181792,2022-01-14 11:39:53.668159,2022-01-14 11:39:54.534772,0 days 00:00:00.866613,58.18707938639689,3377979.102003786,,COMPLETE
529,529,190435850.93756545,2022-01-14 11:39:54.671690,2022-01-14 11:39:56.787854,0 days 00:00:02.116164,17.96802268575178,11814808.284542851,,COMPLETE
530,530,27873537.980725516,2022-01-14 11:39:56.932627,2022-01-14 11:39:59.057822,0 days 00:00:02.125195,21.30876166606109,1729026.5477562738,,COMPLETE
531,531,1733832.717790263,2022-01-14 11:39:59.193162,2022-01-14 11:40:01.795855,0 days 00:00:02.602693,23.00372107955898,107221.92093177469,,COMPLETE
532,532,2274778.6831398937,2022-01-14 11:40:01.934459,2022-01-14 11:40:02.948361,0 days 00:00:01.013902,48.32831531130814,140141.33952503875,,COMPLETE
533,533,1552109.2865858232,2022-01-14 11:40:03.092415,2022-01-14 11:40:04.582672,0 days 00:00:01.490257,28.171188107005,95816.3814533756,,COMPLETE
534,534,56646348.05547003,2022-01-14 11:40:04.682147,2022-01-14 11:40:06.318763,0 days 00:00:01.636616,26.037508898976615,3514031.322940599,,COMPLETE
535,535,32170161.07497541,2022-01-14 11:40:06.452226,2022-01-14 11:40:14.834472,0 days 00:00:08.382246,1.6791478590704187,1995943.720385231,,COMPLETE
536,536,934637.3734939111,2022-01-14 11:40:14.990732,2022-01-14 11:40:35.667029,0 days 00:00:20.676297,6.560813149200516,57976.04602915921,,COMPLETE
537,537,79744646.46913117,2022-01-14 11:40:35.825347,2022-01-14 11:40:38.037841,0 days 00:00:02.212494,15.874374262069754,4947347.425452749,,COMPLETE
538,538,969613.4007927321,2022-01-14 11:40:38.194454,2022-01-14 11:40:39.829953,0 days 00:00:01.635499,33.780968069349385,59534.72454751448,,COMPLETE
539,539,129781602.90919924,2022-01-14 11:40:40.007444,2022-01-14 11:41:02.581640,0 days 00:00:22.574196,9.587277373388877,8051857.294902819,,COMPLETE
540,540,36513088.58497217,2022-01-14 11:41:02.708548,2022-01-14 11:41:05.046739,0 days 00:00:02.338191,17.44332767023856,2265134.3561055744,,COMPLETE
541,541,72785655.91802496,2022-01-14 11:41:05.211150,2022-01-14 11:41:06.341474,0 days 00:00:01.130324,39.74546442739092,4514999.838234355,,COMPLETE
542,542,445885.7017450171,2022-01-14 11:41:06.512203,2022-01-14 11:41:12.749419,0 days 00:00:06.237216,0.25367473365432547,27761.077159535904,,COMPLETE
543,543,31557654.839623697,2022-01-14 11:41:12.913766,2022-01-14 11:41:15.898577,0 days 00:00:02.984811,12.332467836085097,1957809.3047077132,,COMPLETE
544,544,52323323.02682506,2022-01-14 11:41:16.090343,2022-01-14 11:41:17.021446,0 days 00:00:00.931103,46.17588021618777,3245311.3401161972,,COMPLETE
545,545,810965.3998491832,2022-01-14 11:41:17.161843,2022-01-14 11:41:21.319218,0 days 00:00:04.157375,8.393745623795244,50273.166096978035,,COMPLETE
546,546,113185242.3935004,2022-01-14 11:41:21.536252,2022-01-14 11:41:24.470781,0 days 00:00:02.934529,19.21841356381572,7021990.230541741,,COMPLETE
547,547,29195800.35441269,2022-01-14 11:41:24.633914,2022-01-14 11:41:27.630625,0 days 00:00:02.996711,4.273709163345053,1811388.883879446,,COMPLETE
548,548,993136.3877100763,2022-01-14 11:41:27.811119,2022-01-14 11:41:32.006385,0 days 00:00:04.195266,15.592953174281472,61447.158800332305,,COMPLETE
549,549,74612861.72921519,2022-01-14 11:41:32.216980,2022-01-14 11:41:33.290491,0 days 00:00:01.073511,55.124628133454884,4627973.560603425,,COMPLETE
550,550,28758821.866575383,2022-01-14 11:41:33.446917,2022-01-14 11:41:35.909820,0 days 00:00:02.462903,12.239852421444564,1784165.9903815796,,COMPLETE
551,551,54255466.33807817,2022-01-14 11:41:36.053394,2022-01-14 11:41:55.015331,0 days 00:00:18.961937,6.809216105376014,3366106.760504906,,COMPLETE
552,552,1292658.8615841062,2022-01-14 11:41:55.193298,2022-01-14 11:41:59.432962,0 days 00:00:04.239664,10.209508561825563,80125.85786086452,,COMPLETE
553,553,1769743.4314128254,2022-01-14 11:41:59.594783,2022-01-14 11:42:02.634527,0 days 00:00:03.039744,20.746966769695984,109507.1222802343,,COMPLETE
554,554,36856163.963434964,2022-01-14 11:42:02.822300,2022-01-14 11:42:03.697459,0 days 00:00:00.875159,69.3972179875743,2285108.0602938784,,COMPLETE
555,555,77176776.33768027,2022-01-14 11:42:03.980669,2022-01-14 11:42:04.831728,0 days 00:00:00.851059,72.8267259020491,4786595.327537681,,COMPLETE
556,556,29712765.615430713,2022-01-14 11:42:04.969383,2022-01-14 11:42:07.581549,0 days 00:00:02.612166,13.659419045894472,1843318.1884287691,,COMPLETE
557,557,2401245.3385359454,2022-01-14 11:42:07.722343,2022-01-14 11:42:10.150155,0 days 00:00:02.427812,17.43488853763462,148765.08777986295,,COMPLETE
558,558,259353.69279102297,2022-01-14 11:42:10.291993,2022-01-14 11:42:14.088297,0 days 00:00:03.796304,9.104095882076752,16037.381219930803,,COMPLETE
559,559,96496078.10707508,2022-01-14 11:42:14.263733,2022-01-14 11:42:16.677792,0 days 00:00:02.414059,3.035358547740861,5986850.5094208475,,COMPLETE
560,560,395423.55377432855,2022-01-14 11:42:16.853972,2022-01-14 11:42:18.439899,0 days 00:00:01.585927,30.830853345660294,23984.87527067394,,COMPLETE
561,561,52444601.1218901,2022-01-14 11:42:18.592862,2022-01-14 11:42:24.301782,0 days 00:00:05.708920,5.655264052677577,3253773.831918609,,COMPLETE
562,562,524408.722450531,2022-01-14 11:42:24.470692,2022-01-14 11:42:27.596188,0 days 00:00:03.125496,12.436650425678481,32439.528537745515,,COMPLETE
